TAI;Growth rate;Undecylprodigiosin 2;Glutamic acid;Germicidin-A;Glucose;Germicidin-B
21;0.24556583215164038;;-11.297978646697763;;-4.561497017939771;
29;0.10359893365530298;;-1.9343103246315885;;-0.7809672024965314;
33;0.07324607330143551;;-1.3675877813288335;;-0.5521560786562197;
37;0.023523150607581974;0.030030279741292902;-1.1351760238090018;0.0596660622192699;-0.4703464935850812;0.0848164705228182
41;0.021500145924878363;0.02744765815488204;-1.037550223159735;0.0545347460413612;-0.4298964205957448;0.07752220455052326
45;0.002953293674899829;0.027158743902229526;-0.8158821805101101;0.053960712901367;-0.2262221591488994;0.07670620525232062
49;0.0029188132243649057;0.02684165869879366;-0.8063565497181238;0.05333070793171633;-0.22358095822982663;0.07581064090719533
53;0.0028851286181068104;0.026531892148116278;-0.7970507802861653;0.05271524412500556;-0.22100071894561618;0.07493574710864186
57;0.0028522126171204917;0.026229193757952525;-0.7879573471180936;0.05211382378737386;-0.21847935478973865;0.07408081637513539
