rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
APCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH120	4.593592e-11	2.034435e-12	5.356653e-09	7.594460e-09	3.008119e-11	5.633062e-09	4.994132e-09	1.114890e-10	2.770994e-10	0	0	0	0	0	0	0	0	6.041846e-10	9.965392e-11	6.042911e-08	3.898478e-08	1.003656e-09	4.988769e-08	4.369038e-08	1.458195e-09	2.755795e-10	0	0	0	0	0	0	0	0
APH140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH141	3.285730e-11	7.914001e-12	3.292212e-09	1.731498e-09	3.898313e-11	1.878364e-09	2.682303e-09	6.747697e-11	5.070235e-12	0	0	0	0	0	0	0	0	5.082509e-10	1.938469e-10	4.735109e-08	2.255360e-08	1.266162e-09	3.127366e-08	3.361108e-08	1.392137e-09	5.262240e-11	0	0	0	0	0	0	0	0
APH150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH180	2.198386e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.554493e-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH181	1.250486e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.842273e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APHai150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APHai170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APHi140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APHi150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APHi160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APHi170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APHi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APRAUR	1.065156e-04	1.020379e-04	9.523992e-05	1.241993e-05	1.187523e-05	1.252112e-05	5.191560e-06	5.160637e-06	5.885168e-06	9.487287e-05	8.473920e-05	6.889115e-05	5.746942e-05	1.055934e-05	1.184887e-05	1.369793e-05	1.404803e-05	1.174581e-17	3.449013e-08	5.199944e-08	3.479255e-07	3.094898e-07	3.217773e-07	1.843794e-07	1.751695e-07	2.042644e-07	3.035457e-12	2.599116e-08	1.527473e-07	1.955971e-07	3.605802e-07	2.824615e-07	3.059141e-07	3.648095e-07
ARABDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARABLAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGDr	4.293630e-06	2.173320e-06	1.101504e-05	2.378761e-05	5.377569e-06	1.739934e-05	4.895376e-05	3.952757e-06	3.265282e-05	2.511261e-10	2.420578e-06	4.205019e-06	3.718824e-06	5.830718e-06	2.898574e-06	4.306272e-06	3.970056e-06	9.153715e-05	6.354100e-05	1.673123e-04	3.441470e-04	1.396218e-04	2.770405e-04	4.908795e-04	1.249471e-04	2.995241e-04	7.245759e-09	5.705765e-05	1.213277e-04	1.073004e-04	1.382112e-04	9.162429e-05	1.126010e-04	1.060407e-04
ARGSL	1.684894e-03	1.611904e-03	1.513470e-03	2.201427e-04	1.931569e-04	2.149234e-04	1.308520e-04	8.536322e-05	1.254930e-04	1.496646e-03	1.339205e-03	1.091205e-03	9.110454e-04	1.728823e-04	1.902241e-04	2.203949e-04	2.255815e-04	9.264518e-05	6.365404e-05	1.672974e-04	3.453220e-04	1.431035e-04	2.769561e-04	4.912442e-04	1.249448e-04	3.000589e-04	7.293637e-09	5.705210e-05	1.223360e-04	1.113976e-04	1.422740e-04	9.605464e-05	1.126324e-04	1.061839e-04
ARGSS	1.684894e-03	1.611904e-03	1.513470e-03	2.201427e-04	1.931569e-04	2.149234e-04	1.308520e-04	8.536322e-05	1.254930e-04	1.496646e-03	1.339205e-03	1.091205e-03	9.110454e-04	1.728823e-04	1.902241e-04	2.203949e-04	2.255815e-04	9.264518e-05	6.365404e-05	1.672974e-04	3.453220e-04	1.431035e-04	2.769561e-04	4.912442e-04	1.249448e-04	3.000589e-04	7.293637e-09	5.705210e-05	1.223360e-04	1.113976e-04	1.422740e-04	9.605464e-05	1.126324e-04	1.061839e-04
ARGTRS	1.680312e-03	1.609676e-03	1.502436e-03	1.959278e-04	1.873350e-04	1.975241e-04	8.189828e-05	8.141046e-05	9.284014e-05	1.496646e-03	1.336784e-03	1.086777e-03	9.065959e-04	1.665765e-04	1.869192e-04	2.160886e-04	2.216115e-04	9.560471e-17	5.440912e-07	8.203054e-07	5.488620e-06	4.882286e-06	5.076125e-06	2.908635e-06	2.763347e-06	3.222326e-06	4.788517e-11	4.100177e-07	2.409630e-06	3.085598e-06	5.688251e-06	4.455907e-06	4.825879e-06	5.754970e-06
ASAD	-1.217485e-02	-1.137702e-02	-1.017126e-02	-1.394575e-03	-1.333675e-03	-1.421298e-03	-6.414965e-04	-6.156616e-04	-7.681404e-04	-1.028091e-02	-8.779566e-03	-6.948992e-03	-5.867117e-03	-1.331016e-03	-1.266462e-03	-1.476856e-03	-1.562748e-03	5.335926e-04	2.681961e-04	5.053090e-04	8.943191e-04	9.881787e-04	9.735784e-04	8.548779e-04	7.610032e-04	1.155112e-03	2.082123e-04	4.277533e-04	4.914885e-04	6.353255e-04	1.219096e-03	6.749559e-04	7.815296e-04	1.005880e-03
ASCISOs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNS1	3.023244e-03	2.897150e-03	2.705626e-03	3.604444e-04	3.458018e-04	3.679304e-04	1.518295e-04	1.591415e-04	1.781465e-04	2.692788e-03	2.405909e-03	1.957736e-03	1.635301e-03	3.033720e-04	3.413734e-04	3.941628e-04	4.036795e-04	1.534578e-16	3.091845e-05	5.390985e-05	2.442155e-04	2.476456e-04	2.912809e-04	1.634452e-04	3.022014e-04	2.955528e-04	3.270665e-09	2.172590e-05	1.003594e-04	1.463640e-04	1.834348e-04	1.824837e-04	1.949568e-04	2.054497e-04
ASP1DC	2.773081e-03	2.660868e-03	2.484552e-03	3.793081e-04	3.316527e-04	3.797814e-04	1.693871e-04	1.452470e-04	2.154244e-04	2.476133e-03	2.210744e-03	1.796933e-03	1.511245e-03	3.151388e-04	3.213634e-04	3.737370e-04	4.121831e-04	1.166018e-04	6.199834e-05	1.153720e-04	6.823314e-04	3.212129e-04	6.451300e-04	5.220148e-04	1.974230e-04	7.608481e-04	9.703721e-09	7.039449e-05	1.916645e-04	3.206026e-04	5.969739e-04	2.290825e-04	2.705465e-04	6.599055e-04
ASPCT	6.468288e-03	6.196378e-03	5.784342e-03	7.546983e-04	7.211862e-04	7.615770e-04	3.168556e-04	3.134744e-04	3.587021e-04	5.761271e-03	5.146558e-03	4.183516e-03	3.490205e-03	6.429701e-04	7.196124e-04	8.318661e-04	8.533469e-04	2.204915e-16	2.096286e-06	1.909908e-05	2.445560e-05	1.882795e-05	3.220668e-05	2.850524e-05	1.081762e-05	2.671128e-05	1.432325e-09	1.199244e-05	9.288696e-06	1.333087e-05	3.807831e-05	1.720580e-05	1.860915e-05	2.319609e-05
ASPK	1.217485e-02	1.137702e-02	1.017126e-02	1.394575e-03	1.333675e-03	1.421298e-03	6.414965e-04	6.156616e-04	7.681404e-04	1.028091e-02	8.779566e-03	6.948992e-03	5.867117e-03	1.331016e-03	1.266462e-03	1.476856e-03	1.562748e-03	5.335926e-04	2.681961e-04	5.053090e-04	8.943191e-04	9.881787e-04	9.735784e-04	8.548779e-04	7.610032e-04	1.155112e-03	2.082123e-04	4.277533e-04	4.914885e-04	6.353255e-04	1.219096e-03	6.749559e-04	7.815296e-04	1.005880e-03
ASPO	7.075650e-05	7.892983e-05	1.363019e-04	2.236820e-05	2.339430e-05	1.520191e-05	8.392166e-06	1.034882e-05	9.187559e-06	1.962676e-04	1.560782e-04	1.403940e-04	1.084474e-04	1.559902e-05	2.384676e-05	2.739615e-05	2.549019e-05	1.034875e-04	1.027834e-04	9.195016e-05	8.956060e-06	5.712944e-06	1.280590e-05	4.498976e-06	2.105356e-06	5.295022e-06	1.740363e-05	5.670959e-05	2.135295e-05	3.507589e-05	9.927936e-06	4.575990e-06	5.699090e-06	9.811454e-06
ASPO1	2.128621e-03	8.226182e-03	1.017549e-03	1.292076e-04	1.064236e-04	1.677203e-03	1.902682e-04	2.717386e-05	1.767594e-04	0	2.358048e-04	8.167775e-05	1.470543e-04	6.402948e-04	2.250705e-06	1.631811e-05	6.318447e-05	7.857774e-04	6.735723e-03	3.288299e-03	1.090033e-03	1.063745e-03	3.999173e-03	1.529314e-03	5.678888e-04	1.388008e-03	0	1.288367e-03	9.431191e-04	1.286365e-03	2.598962e-03	1.591489e-04	4.362539e-04	9.948060e-04
ASPO3	2.665028e-07	8.514762e-08	1.116082e-05	2.922069e-07	0	6.113518e-06	6.713121e-07	0	7.516427e-07	1.582484e-07	1.448939e-06	2.870413e-08	5.274043e-07	8.535646e-07	5.253707e-09	3.553863e-08	3.506381e-07	7.689425e-06	4.256955e-06	4.574162e-05	2.721554e-06	0	1.112539e-05	2.632391e-06	0	2.968095e-06	5.593249e-06	1.593671e-05	2.029689e-06	7.934256e-06	4.275706e-06	3.714932e-07	1.025896e-06	3.211061e-06
ASPO5	0	8.512322e-08	6.258222e-06	1.283588e-07	2.982465e-08	5.280136e-07	1.046959e-07	0	2.228214e-07	1.186863e-07	1.166139e-06	2.011320e-07	2.871721e-07	6.503105e-07	1.468390e-08	2.383088e-08	7.666963e-08	0	4.255736e-06	3.467179e-05	1.811131e-06	8.609345e-07	3.698570e-06	1.064452e-06	0	1.647437e-06	4.844380e-06	1.430817e-05	5.372268e-06	5.855422e-06	3.767356e-06	5.993479e-07	8.426414e-07	1.502561e-06
ASPO6	7.426545e-05	6.191149e-05	2.266775e-05	1.570039e-06	6.088275e-07	2.047300e-06	8.310520e-07	2.192688e-07	1.085552e-06	7.121180e-07	1.060244e-05	1.292095e-06	5.362740e-06	3.050392e-06	4.263100e-07	5.496808e-07	1.438940e-06	1.047861e-04	9.664766e-05	6.304307e-05	6.150412e-06	3.817124e-06	7.041526e-06	2.900983e-06	1.512214e-06	3.507276e-06	1.184844e-05	4.196987e-05	1.355982e-05	2.470970e-05	7.664672e-06	3.204121e-06	3.908462e-06	6.370952e-06
ASPO6_2	7.679723e-05	7.173810e-05	2.218712e-05	1.536835e-06	7.269782e-07	2.215873e-06	8.252106e-07	1.918742e-07	1.023038e-06	5.538696e-07	7.386046e-06	1.722579e-06	5.199437e-06	1.863005e-06	4.119762e-07	5.550814e-07	1.933790e-06	1.056408e-04	1.005868e-04	6.243531e-05	6.095302e-06	4.163186e-06	7.290824e-06	2.888681e-06	1.417613e-06	3.413099e-06	1.045353e-05	3.536677e-05	1.563186e-05	2.435630e-05	6.183448e-06	3.152357e-06	3.926353e-06	7.303009e-06
ASPT	-3.537572e-02	-5.931649e-02	-7.222485e-02	-7.320516e-02	-6.309080e-02	-6.122159e-02	-9.484605e-02	-8.698710e-02	-4.257055e-02	-1.773374e-01	-2.184547e-01	-1.022971e-01	-7.548448e-02	-6.877777e-02	-1.570713e-01	-1.214137e-01	-1.060103e-01	1.883272e-02	6.836318e-02	8.954221e-02	1.058513e-01	1.002391e-01	1.043636e-01	1.100767e-01	1.001541e-01	1.060944e-01	5.748414e-03	5.383711e-02	1.244156e-01	1.032554e-01	1.407928e-01	1.113782e-01	1.495455e-01	1.461515e-01
ASPTA	-4.776367e-03	1.494309e-02	3.789670e-02	6.852509e-02	5.869505e-02	5.494954e-02	9.261171e-02	8.502945e-02	4.002656e-02	1.440312e-01	1.888641e-01	7.852485e-02	5.546179e-02	6.413897e-02	1.528752e-01	1.165336e-01	1.008688e-01	1.883759e-02	6.778565e-02	8.900813e-02	1.057948e-01	1.000473e-01	1.039591e-01	1.100567e-01	1.001129e-01	1.059796e-01	5.749036e-03	5.411230e-02	1.243185e-01	1.030450e-01	1.405987e-01	1.114039e-01	1.495581e-01	1.462025e-01
ASPTRS	3.065437e-03	2.936573e-03	2.740932e-03	3.574361e-04	3.417601e-04	3.603482e-04	1.494091e-04	1.485192e-04	1.693706e-04	2.730369e-03	2.438730e-03	1.982635e-03	1.653926e-03	3.038897e-04	3.410015e-04	3.942160e-04	4.042915e-04	3.868313e-16	9.925995e-07	1.496504e-06	1.001303e-05	8.906880e-06	9.260505e-06	5.306298e-06	5.041245e-06	5.878572e-06	8.735815e-11	7.480058e-07	4.395951e-06	5.629136e-06	1.037722e-05	8.129026e-06	8.803975e-06	1.049894e-05
ASR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAH	8.784949e-20	4.562015e-07	1.588161e-06	8.136084e-06	4.193362e-07	6.493409e-06	6.586516e-06	1.744647e-06	9.004504e-06	1.274381e-10	9.528497e-07	5.215937e-07	3.466359e-06	8.587103e-06	1.345844e-06	1.685497e-06	1.237190e-05	3.198730e-18	6.374329e-06	2.721550e-05	1.616950e-04	2.840054e-05	1.363101e-04	1.494546e-04	3.286318e-05	1.840340e-04	1.774105e-09	1.250933e-05	1.454165e-05	9.491891e-05	1.581286e-04	3.605063e-05	3.571368e-05	1.958160e-04
ATNS_nh4	5.383688e-04	5.159642e-04	4.820788e-04	6.419991e-05	6.816671e-05	6.759183e-05	2.992550e-05	2.968955e-05	3.752242e-05	0	0	0	0	0	0	0	0	3.353904e-05	3.061703e-05	2.821496e-05	2.893287e-05	1.125200e-04	7.749672e-05	6.618820e-05	6.420232e-05	1.206830e-04	0	0	0	0	0	0	0	0
ATPPRT	1.317055e-03	1.262481e-03	1.179113e-03	1.617030e-04	1.531200e-04	1.665121e-04	7.014120e-05	6.908318e-05	8.262900e-05	1.173094e-03	1.048270e-03	8.554412e-04	7.187195e-04	1.378073e-04	1.526958e-04	1.751590e-04	1.809703e-04	7.375446e-17	1.335927e-05	2.313880e-05	1.311411e-04	1.152164e-04	1.563818e-04	1.138112e-04	1.089477e-04	1.498581e-04	2.057598e-09	9.370978e-06	6.023524e-05	1.094637e-04	1.279710e-04	1.113625e-04	1.107576e-04	1.324811e-04
BACCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCOATA	5.532942e-04	5.580717e-04	4.914844e-04	-1.448382e-04	-9.103957e-05	-2.538771e-04	-1.875089e-04	-9.397631e-05	-2.153749e-04	5.357093e-04	4.590435e-04	3.015953e-04	1.581490e-04	-2.238767e-04	-6.627884e-06	-3.583843e-05	-1.473464e-04	4.720000e-04	1.826975e-04	3.386470e-04	1.805615e-03	1.382413e-03	2.249499e-03	1.876302e-03	1.067866e-03	2.119909e-03	2.992790e-08	1.594182e-04	7.939669e-04	1.138812e-03	2.251232e-03	7.964321e-04	1.056596e-03	2.009502e-03
BDH	0	-7.688374e-07	-3.306151e-05	-4.813579e-05	-1.588170e-06	-1.557420e-04	-6.650110e-05	-1.542344e-07	-9.909387e-05	-8.370725e-11	-6.680558e-07	0	-2.756945e-06	-6.335000e-05	-4.089377e-06	-1.475188e-05	-3.217377e-05	0	3.853843e-05	2.849622e-04	7.505210e-04	1.123006e-04	1.516464e-03	9.195778e-04	1.090602e-05	1.145684e-03	4.184944e-09	2.738360e-05	0	1.426608e-04	1.052643e-03	2.044484e-04	3.407085e-04	7.384565e-04
BETALDHx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BETALDHy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFBP	0	1.971067e-08	1.765615e-07	4.296526e-07	4.341124e-08	9.901287e-08	9.788170e-08	0	1.774864e-07	3.779736e-10	2.773358e-07	1.498088e-08	2.162772e-08	2.024156e-07	1.155986e-07	1.834059e-07	1.912559e-07	0	8.045239e-07	7.457169e-06	7.902409e-06	1.252548e-06	5.061021e-06	4.901605e-06	0	4.762768e-06	8.595213e-09	6.480850e-06	7.489689e-07	1.129814e-06	7.903170e-06	2.520037e-06	3.481430e-06	3.911862e-06
BFORCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFORMDC	8.218820e-07	8.738608e-07	2.484587e-06	8.298968e-06	1.005360e-05	1.106273e-05	2.164886e-05	6.744736e-06	1.507634e-05	0	0	0	0	0	0	0	0	1.098841e-05	1.441079e-05	3.174993e-05	1.394577e-04	1.368306e-04	1.631906e-04	2.309980e-04	9.684565e-05	2.085478e-04	0	0	0	0	0	0	0	0
BGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMMCOAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMOCOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMOGDS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMOGDS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPNT	4.199741e-03	4.024826e-03	3.763696e-03	5.231559e-04	4.946470e-04	5.444982e-04	2.590392e-04	2.225833e-04	2.786284e-04	3.740157e-03	3.343866e-03	2.726723e-03	2.287213e-03	4.814795e-04	4.821945e-04	5.581992e-04	5.891809e-04	7.993964e-06	3.151557e-05	1.005917e-04	3.425004e-04	2.914289e-04	5.071651e-04	5.098741e-04	1.862877e-04	4.629553e-04	7.437372e-09	3.895253e-05	1.359944e-04	2.071863e-04	6.542722e-04	1.755134e-04	1.911736e-04	3.544378e-04
BSUZCOAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTNC	4.354342e-04	7.511528e-04	6.520369e-04	1.414149e-04	1.297505e-04	1.644362e-04	8.632513e-05	6.198357e-05	1.833330e-04	4.007923e-04	1.399506e-03	1.563879e-03	4.635585e-04	2.050849e-04	1.326005e-04	2.277379e-04	3.072140e-04	1.279333e-03	2.608126e-03	2.561219e-03	1.056584e-03	5.547326e-04	7.629364e-04	7.633985e-04	4.683530e-04	7.447116e-04	1.478143e-03	3.221826e-03	3.399024e-03	1.807829e-03	7.804059e-04	5.053865e-04	6.281138e-04	8.822631e-04
BTS5	2.717224e-07	2.602998e-07	2.429581e-07	3.168338e-08	3.029385e-08	3.194151e-08	1.324373e-08	1.316484e-08	1.501313e-08	2.420218e-07	2.161706e-07	1.757421e-07	1.466051e-07	2.693699e-08	3.022661e-08	3.494358e-08	3.583667e-08	1.765537e-20	8.798470e-11	1.326511e-10	8.875618e-10	7.895119e-10	8.208574e-10	4.703539e-10	4.468594e-10	5.210807e-10	1.411795e-13	6.630374e-11	3.896601e-10	4.989704e-10	9.198441e-10	7.205624e-10	7.803903e-10	9.306331e-10
BUPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUTCOAL	4.134516e-06	1.482226e-04	2.775712e-03	7.237842e-03	1.062071e-03	8.828789e-03	3.480309e-03	8.078193e-04	6.301671e-03	8.997477e-06	6.229642e-05	5.709670e-05	8.227667e-04	1.217479e-03	2.242204e-04	6.544881e-04	1.183936e-03	1.687571e-04	2.630343e-03	1.131323e-02	2.857563e-02	9.626429e-03	3.194903e-02	1.741499e-02	1.129201e-02	2.960933e-02	4.498715e-04	1.797443e-03	1.444512e-03	6.056015e-03	1.019998e-02	4.249088e-03	7.484626e-03	1.061125e-02
BWCOGDS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BWCOGDS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BWCOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BZDH	0	0	0	0	0	0	0	0	0	-1.954257e-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.449484e-19	0	0	0	0	0	0	0
BZSCT	0	0	0	0	0	0	0	0	0	0	0	0	1.199628e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.482650e-20	0	0	0	0
CADHX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBMODH	0	1.069661e-20	0	1.013281e-20	0	0	0	4.456369e-21	1.765354e-19	6.412405e-20	0	0	0	0	0	0	0	0	5.637157e-19	0	7.164976e-19	0	0	0	3.151129e-19	3.648893e-17	2.412641e-18	0	0	0	0	0	0	0
CARNOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAT	2.818848e-03	1.439461e-03	2.777845e-03	3.480393e-03	2.398025e-03	3.869586e-03	4.186115e-03	3.944645e-03	3.724418e-03	3.731783e-03	2.589139e-03	1.681194e-03	4.128078e-03	4.370098e-03	2.813167e-03	2.922553e-03	3.392674e-03	6.003808e-02	3.038999e-02	5.484721e-02	5.363204e-02	4.235463e-02	6.282107e-02	6.465636e-02	5.684664e-02	6.394262e-02	5.221787e-02	4.928130e-02	3.428551e-02	5.711260e-02	6.593963e-02	4.683342e-02	4.735565e-02	5.540949e-02
CBIAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBPS	8.149941e-03	7.806459e-03	7.287110e-03	9.514293e-04	9.112654e-04	9.606587e-04	3.998028e-04	3.977503e-04	4.549840e-04	7.257916e-03	6.483455e-03	5.271337e-03	4.399191e-03	8.118554e-04	9.078905e-04	1.053464e-03	1.076809e-03	3.400424e-05	1.142646e-05	2.248212e-05	4.664265e-05	8.455917e-05	7.277454e-05	6.354646e-05	8.548995e-05	1.078405e-04	1.805505e-09	1.313210e-05	3.756714e-05	5.951511e-05	9.173729e-05	5.948041e-05	1.194292e-04	8.080397e-05
CCCR	1.124516e-06	9.477164e-07	5.298104e-07	1.721579e-05	1.746405e-05	1.688082e-05	1.558404e-05	1.728687e-05	1.945499e-05	4.775419e-11	2.340758e-07	9.822583e-07	1.968022e-06	4.878111e-06	2.904796e-06	2.103540e-06	4.208325e-06	2.741148e-05	1.650276e-05	1.422066e-05	1.022210e-04	1.105341e-04	9.255294e-05	6.771811e-05	8.435052e-05	1.032578e-04	1.193021e-09	6.753805e-06	3.471765e-05	5.002387e-05	1.009832e-04	5.962724e-05	4.628091e-05	9.186265e-05
CDAS1	1.261983e-05	4.517977e-06	1.186836e-05	5.749894e-05	4.879608e-05	7.606880e-05	4.927289e-05	3.961579e-05	8.237402e-05	-2.186959e-14	0	-9.519575e-20	0	4.297857e-20	0	0	7.180732e-19	1.818458e-04	7.688614e-05	1.451213e-04	7.793865e-04	6.857697e-04	8.955643e-04	7.297054e-04	5.616257e-04	1.016760e-03	8.878968e-13	0	2.126725e-18	0	3.039044e-18	0	0	1.013068e-17
CDAS11	7.881258e-04	1.245497e-03	2.502524e-04	1.842383e-04	2.027945e-04	7.096288e-04	5.119175e-04	1.028837e-04	1.044537e-03	0	0	0	0	0	0	0	0	2.907183e-03	4.059663e-03	2.779010e-03	2.053059e-03	3.357108e-03	8.385830e-03	8.491328e-03	1.386604e-03	1.392695e-02	0	0	0	0	0	0	0	0
CDAS12	0	3.142448e-08	8.803220e-08	4.634273e-07	4.444414e-07	4.863630e-07	4.526757e-07	3.458671e-07	4.539961e-07	0	0	0	0	0	0	0	0	0	8.393607e-07	1.863348e-06	1.035322e-05	9.990933e-06	1.071613e-05	1.066113e-05	8.647786e-06	1.136112e-05	0	0	0	0	0	0	0	0
CDAS13	8.218820e-07	9.052853e-07	2.572619e-06	8.762395e-06	1.049804e-05	1.154909e-05	2.210154e-05	7.090604e-06	1.553033e-05	0	0	0	0	0	0	0	0	1.098841e-05	1.443331e-05	3.179768e-05	1.398140e-04	1.371623e-04	1.635092e-04	2.312015e-04	9.720698e-05	2.088242e-04	0	0	0	0	0	0	0	0
CDAS14a	3.285491e-07	6.134796e-07	9.008645e-07	3.801448e-06	4.512448e-06	6.323404e-06	6.793351e-06	3.546217e-06	9.730731e-06	0	0	0	0	0	0	0	0	6.997681e-06	1.203526e-05	1.798169e-05	8.974075e-05	8.956235e-05	1.195179e-04	1.253166e-04	6.823793e-05	1.641129e-04	0	0	0	0	0	0	0	0
CDAS14b	4.933328e-07	2.918057e-07	1.671755e-06	4.960947e-06	5.985594e-06	5.225686e-06	1.530819e-05	3.544386e-06	5.799601e-06	0	0	0	0	0	0	0	0	8.491284e-06	7.989440e-06	2.628239e-05	1.073884e-04	1.041447e-04	1.118786e-04	1.948280e-04	6.941127e-05	1.295662e-04	0	0	0	0	0	0	0	0
