rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
prot_O54150	3.775093e-10	3.024246e-10	2.473262e-09	1.858304e-09	9.278648e-10	2.076871e-09	2.873709e-09	1.592495e-09	3.801615e-09	0	0	0	0	0	0	0	0	1.099687e-08	7.871812e-09	6.153470e-08	5.170348e-08	2.748594e-08	4.939770e-08	7.168184e-08	4.427290e-08	8.091593e-08	0	0	0	0	0	0	0	0
prot_O54151	2.939879e-13	7.643759e-14	1.063388e-13	3.934311e-12	3.745891e-12	3.665476e-12	3.855372e-12	3.712043e-12	4.571336e-12	0	0	0	0	0	0	0	0	2.664686e-12	8.991456e-13	1.242860e-12	8.826842e-12	8.727749e-12	7.424600e-12	7.716407e-12	6.130027e-12	9.815243e-12	0	0	0	0	0	0	0	0
prot_O54153	2.145017e-10	1.530910e-10	6.828016e-10	1.669252e-10	6.349326e-10	1.536858e-09	1.941730e-09	8.551731e-10	2.536461e-09	0	0	0	0	0	0	0	0	4.103884e-09	4.780153e-09	1.448673e-08	3.541820e-09	1.451410e-08	4.175693e-08	4.615389e-08	3.120164e-08	6.476390e-08	0	0	0	0	0	0	0	0
prot_O54154	2.555401e-11	6.643975e-12	9.347247e-12	3.420780e-10	3.255890e-10	3.186892e-10	3.351967e-10	3.226483e-10	3.973381e-10	0	0	0	0	0	0	0	0	2.316110e-10	7.815258e-11	1.080228e-10	7.673069e-10	7.586048e-10	6.453527e-10	6.707020e-10	5.328139e-10	8.531282e-10	0	0	0	0	0	0	0	0
prot_O54158	7.214696e-11	1.875803e-11	2.639020e-11	9.657932e-10	9.192395e-10	8.997593e-10	9.463652e-10	9.109370e-10	1.121810e-09	0	0	0	0	0	0	0	0	6.539103e-10	2.206492e-10	3.049822e-10	2.166347e-09	2.141779e-09	1.822033e-09	1.893602e-09	1.504300e-09	2.408648e-09	0	0	0	0	0	0	0	0
prot_O54169	1.811863e-09	4.143154e-10	2.573937e-07	1.653470e-07	1.279376e-09	1.379156e-07	1.134747e-07	9.915015e-10	4.134307e-08	7.437944e-11	1.064772e-07	1.898418e-09	1.282077e-07	1.149172e-07	1.996295e-09	1.011839e-09	1.407918e-08	3.333871e-08	1.291139e-08	2.682149e-06	1.376102e-06	6.456134e-08	1.439042e-06	1.169982e-06	4.957021e-08	1.081823e-06	1.986681e-09	2.137274e-06	5.773311e-08	8.697751e-07	1.710248e-06	8.148211e-08	5.058786e-08	4.188914e-07
prot_O54170	3.425348e-08	4.504428e-11	1.998753e-09	3.488404e-08	4.449772e-09	2.099364e-09	2.748738e-09	6.417143e-09	4.172979e-09	2.841597e-11	2.512222e-08	4.017466e-10	2.483201e-09	3.943616e-09	4.387313e-09	6.322307e-09	4.475787e-09	1.057635e-08	3.185111e-09	1.642103e-08	7.154545e-07	2.705168e-08	1.401695e-08	1.471575e-08	3.161271e-08	3.368323e-08	8.985655e-10	7.941166e-07	2.008532e-08	1.239920e-07	1.951108e-08	2.229708e-08	4.441563e-08	2.772379e-08
prot_O54174	2.331423e-10	7.747973e-10	6.525167e-10	9.541295e-10	1.640204e-09	1.926091e-09	4.406351e-09	3.430219e-09	2.124607e-09	1.402273e-09	4.453645e-10	7.613390e-10	6.901044e-10	1.162076e-09	1.340314e-09	2.832077e-09	3.727655e-09	6.105111e-09	9.506522e-09	1.151766e-08	1.969094e-08	2.188324e-08	2.759500e-08	4.948642e-08	4.041162e-08	3.750171e-08	1.992819e-08	1.112632e-08	1.621556e-08	1.625290e-08	2.063715e-08	2.459741e-08	4.113117e-08	5.005879e-08
prot_O54183	6.779075e-11	1.399643e-09	3.214367e-09	6.476831e-09	7.595112e-09	6.492904e-09	5.363800e-09	4.821056e-09	8.505831e-09	1.235458e-11	6.063945e-09	3.445810e-10	2.494323e-09	1.413407e-08	1.106499e-09	3.230033e-10	6.452847e-09	3.412179e-09	1.239977e-08	3.300077e-08	6.199207e-08	7.272600e-08	5.994042e-08	5.086486e-08	4.797370e-08	6.355476e-08	3.924905e-10	2.475100e-07	1.224904e-08	7.884586e-08	4.096829e-07	2.973619e-08	1.614855e-08	1.612171e-07
prot_O54207	9.061294e-11	7.048589e-11	1.275126e-08	2.482190e-09	3.241583e-10	3.843819e-09	6.625820e-09	0	1.511222e-09	0	0	0	0	0	0	0	0	3.698518e-09	2.496504e-09	4.030695e-07	1.240971e-07	1.620630e-08	1.921954e-07	2.342030e-07	0	1.068596e-07	0	0	0	0	0	0	0	0
prot_O68608	3.408127e-08	3.262801e-08	3.057575e-08	4.237232e-09	4.050370e-09	4.351286e-09	2.420322e-09	1.821336e-09	3.089175e-09	1.639002e-10	4.247166e-11	1.427968e-11	5.204441e-11	5.899381e-11	0	1.837381e-11	8.989172e-11	7.888556e-10	1.069452e-09	2.630129e-09	3.399348e-09	3.513416e-09	5.628030e-09	1.221888e-08	2.701506e-09	1.571413e-08	2.224591e-09	1.399936e-09	1.009726e-09	2.432206e-09	4.124646e-09	0	1.299224e-09	3.146602e-09
prot_O68814	3.270486e-07	5.958355e-07	8.185451e-07	1.158545e-07	1.092344e-07	1.211989e-07	4.608561e-08	4.968249e-08	5.997697e-08	1.285632e-09	1.072083e-09	8.058756e-10	7.775470e-10	5.282454e-10	3.003539e-10	1.164559e-09	1.147211e-09	4.626091e-09	4.853317e-09	1.261665e-07	8.434422e-08	6.288373e-08	1.659570e-07	8.548357e-08	5.994629e-08	1.026253e-07	2.621397e-08	3.176923e-08	2.922938e-08	2.675123e-08	2.640963e-08	1.843288e-08	4.035124e-08	4.054785e-08
prot_O68816	3.927703e-09	4.056055e-09	3.513606e-09	9.935433e-10	7.058964e-10	7.876061e-10	3.316181e-10	4.556504e-10	9.738349e-10	3.644776e-09	3.782560e-09	2.701710e-09	2.708081e-09	1.552898e-09	2.054579e-09	1.106866e-09	1.736401e-09	8.020095e-09	1.547387e-08	1.164944e-08	1.852334e-08	1.148306e-08	1.263226e-08	5.305202e-09	1.322295e-08	2.287712e-08	1.016994e-08	2.216185e-08	1.508043e-08	1.920572e-08	2.505049e-08	3.641038e-08	2.175538e-08	3.315477e-08
prot_O69198	2.466508e-08	4.122982e-08	2.504151e-08	2.741578e-09	5.227790e-09	3.401486e-09	1.547500e-09	2.319820e-09	1.429209e-09	2.212383e-08	2.386864e-08	2.356808e-08	1.846283e-08	2.603721e-09	4.552779e-09	5.197465e-09	3.736207e-09	9.958490e-10	3.286496e-09	1.781398e-08	3.968024e-09	5.369362e-09	6.119327e-09	4.383747e-09	3.651063e-09	3.196492e-09	1.147095e-09	1.070774e-08	5.825826e-09	9.578439e-09	3.050329e-09	2.973262e-09	3.604355e-09	3.995701e-09
prot_O69808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O69809	4.794175e-10	3.264179e-10	5.022146e-08	1.477445e-08	1.929452e-09	1.161909e-08	2.997508e-08	1.275779e-09	2.524630e-08	3.287122e-11	4.842102e-08	1.455626e-09	6.906602e-09	3.471769e-08	1.176694e-09	1.615743e-09	4.671798e-09	1.197704e-08	7.687585e-09	1.122328e-06	4.262882e-07	5.567061e-08	4.742526e-07	7.016388e-07	4.510567e-08	6.307155e-07	8.779931e-10	9.873382e-07	3.428198e-08	1.845549e-07	8.673344e-07	4.158993e-08	5.107385e-08	1.880974e-07
prot_O69817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O69857	3.600650e-08	5.029307e-08	6.706512e-08	3.862087e-08	4.005348e-08	6.765718e-08	7.196487e-08	8.439806e-08	3.151645e-07	6.474767e-08	2.093385e-07	1.763532e-07	8.763248e-08	2.088579e-07	3.096896e-07	3.049381e-07	4.058078e-07	6.549763e-08	1.363087e-07	1.992876e-07	1.480149e-07	1.528314e-07	2.514499e-07	2.752773e-07	3.151536e-07	5.319052e-07	1.236552e-07	3.309220e-07	3.110499e-07	2.764195e-07	3.689875e-07	5.590510e-07	5.817864e-07	6.446523e-07
prot_O69861	1.835068e-09	1.757926e-09	1.640809e-09	2.139726e-10	2.045885e-10	2.157159e-10	8.944106e-11	8.890831e-11	1.013907e-10	1.634486e-09	1.459901e-09	1.186868e-09	9.900928e-10	1.819181e-10	2.041344e-10	2.359902e-10	2.420217e-10	2.485124e-22	5.942017e-13	8.958550e-13	5.994119e-12	5.331942e-12	5.543633e-12	3.176519e-12	3.017850e-12	3.519101e-12	5.229537e-17	4.477801e-13	2.631556e-12	3.369780e-12	6.212136e-12	4.866294e-12	5.270339e-12	6.284999e-12
prot_O69862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O69865	2.516315e-08	2.404240e-08	2.246451e-08	3.495814e-09	3.003498e-09	3.505205e-09	1.409447e-09	1.555041e-09	1.791080e-09	2.231255e-08	1.995901e-08	1.636194e-08	1.381778e-08	2.676833e-09	2.948306e-09	3.355848e-09	3.524969e-09	2.511578e-09	9.740549e-10	1.493373e-09	1.159306e-08	5.839702e-09	1.050578e-08	5.817833e-09	8.399386e-09	9.575064e-09	9.707663e-14	6.818619e-10	3.758437e-09	6.281631e-09	5.475637e-09	5.247272e-09	4.492602e-09	6.614978e-09
prot_O69874	0	5.595161e-10	0	0	0	1.692130e-09	2.571947e-09	4.814922e-10	0	0	3.401887e-10	8.462877e-10	1.402256e-09	4.674859e-10	5.149663e-10	5.442905e-10	0	0	2.797301e-08	0	0	0	5.980788e-08	8.129956e-08	3.404664e-08	0	0	2.405497e-08	4.231015e-08	5.723539e-08	3.305624e-08	3.641362e-08	3.848715e-08	0
prot_O69913	4.394147e-09	4.207753e-09	3.929467e-09	5.234041e-10	4.961090e-10	5.239381e-10	2.187850e-10	2.212526e-10	2.495863e-10	3.911899e-09	3.495475e-09	2.845018e-09	2.374588e-09	4.429139e-10	4.966539e-10	5.708149e-10	5.857450e-10	5.520766e-11	1.417079e-11	3.087035e-11	2.055098e-10	1.468968e-10	1.447249e-10	9.810038e-11	1.808631e-10	1.440064e-10	3.244009e-15	1.936371e-11	1.015305e-10	1.098419e-10	1.451266e-10	1.754253e-10	1.489861e-10	1.486590e-10
prot_O69916	0	1.358763e-12	7.612802e-12	6.919915e-13	1.565848e-13	5.198733e-13	0	1.452435e-13	1.709331e-13	0	2.258755e-12	9.167314e-13	2.314247e-12	4.438908e-13	3.356317e-13	1.865517e-13	7.956569e-13	0	9.607904e-11	2.196528e-10	2.447083e-11	1.107222e-11	2.123165e-11	0	7.265317e-12	8.545799e-12	0	1.129265e-10	6.482270e-11	9.445986e-11	1.813605e-11	1.677991e-11	1.319120e-11	2.812237e-11
prot_O69935	1.465254e-10	8.418683e-10	6.378576e-10	1.293748e-09	2.435629e-09	2.792695e-09	3.470234e-09	2.793668e-09	1.282051e-08	1.307418e-09	1.038720e-09	1.225396e-09	6.491242e-10	1.118537e-09	1.446825e-09	1.584978e-09	1.490532e-09	3.273457e-09	1.208989e-08	1.250926e-08	1.825239e-08	2.500574e-08	2.624292e-08	2.871252e-08	2.295345e-08	3.761519e-07	1.214597e-08	1.599570e-08	1.764634e-08	1.145777e-08	1.765198e-08	2.283280e-08	1.835853e-08	1.801560e-08
prot_O69939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O69942	1.855991e-12	1.117256e-12	1.948219e-12	2.026497e-11	1.626223e-11	2.328476e-12	7.164850e-12	1.323951e-11	4.502262e-12	2.981389e-17	3.890944e-13	2.293894e-13	5.891843e-12	1.328083e-11	3.053760e-12	4.316607e-12	7.937101e-12	9.280668e-11	4.560267e-11	6.160905e-11	5.853566e-10	5.142453e-10	1.646481e-10	2.924453e-10	4.680422e-10	2.306371e-10	2.108160e-15	1.945277e-11	1.622028e-11	2.404854e-10	4.115775e-10	2.159334e-10	2.467991e-10	3.239660e-10
prot_O69943	1.855991e-12	1.117256e-12	1.948219e-12	2.026497e-11	1.626223e-11	2.328476e-12	7.164850e-12	1.323951e-11	4.502262e-12	2.981389e-17	3.890944e-13	2.293894e-13	5.891843e-12	1.328083e-11	3.053760e-12	4.316607e-12	7.937101e-12	9.280668e-11	4.560267e-11	6.160905e-11	5.853566e-10	5.142453e-10	1.646481e-10	2.924453e-10	4.680422e-10	2.306371e-10	2.108160e-15	1.945277e-11	1.622028e-11	2.404854e-10	4.115775e-10	2.159334e-10	2.467991e-10	3.239660e-10
prot_O69944	1.855991e-12	1.117256e-12	1.948219e-12	2.026497e-11	1.626223e-11	2.328476e-12	7.164850e-12	1.323951e-11	4.502262e-12	2.981389e-17	3.890944e-13	2.293894e-13	5.891843e-12	1.328083e-11	3.053760e-12	4.316607e-12	7.937101e-12	9.280668e-11	4.560267e-11	6.160905e-11	5.853566e-10	5.142453e-10	1.646481e-10	2.924453e-10	4.680422e-10	2.306371e-10	2.108160e-15	1.945277e-11	1.622028e-11	2.404854e-10	4.115775e-10	2.159334e-10	2.467991e-10	3.239660e-10
prot_O69948	2.236430e-11	9.555906e-12	2.934170e-11	1.142420e-10	0	1.277959e-10	2.529767e-10	5.165868e-11	1.422067e-10	1.670268e-12	6.715175e-11	8.988143e-11	6.277452e-11	2.750392e-11	4.525402e-11	1.780657e-11	8.414595e-11	1.121100e-09	4.817099e-10	1.059547e-09	3.863393e-09	0	3.784222e-09	5.487886e-09	2.108535e-09	4.492740e-09	6.817477e-11	6.819100e-10	2.594283e-09	2.280440e-09	1.935760e-09	1.847118e-09	1.259115e-09	3.428767e-09
prot_O69949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O69969	7.656211e-09	7.323503e-09	6.843523e-09	2.045362e-09	1.848516e-09	1.731170e-09	1.149058e-09	9.967789e-10	1.092101e-09	6.841455e-09	6.079896e-09	4.995508e-09	4.186599e-09	1.154058e-09	1.428063e-09	1.545748e-09	1.365538e-09	2.744396e-10	1.300499e-10	1.951041e-10	2.496129e-08	2.556441e-08	2.041271e-08	2.121913e-08	1.896773e-08	1.914493e-08	3.106098e-09	8.962972e-11	5.976507e-10	7.017867e-10	1.263270e-08	2.589569e-08	2.153856e-08	1.247629e-08
prot_O69970	7.734158e-12	8.029817e-12	2.491079e-11	9.912168e-11	2.182882e-11	8.549953e-11	1.336071e-10	8.202745e-11	1.095893e-10	5.254415e-16	6.749849e-12	5.452505e-11	5.940474e-11	6.728072e-11	6.631022e-11	7.319138e-11	3.444592e-11	3.359346e-10	2.575710e-10	5.384725e-10	2.383190e-09	8.954621e-10	2.264455e-09	3.130936e-09	2.238544e-09	3.165162e-09	1.715242e-14	1.911612e-10	1.430462e-09	1.523152e-09	2.473242e-09	2.372881e-09	2.354257e-09	1.319352e-09
prot_O69975	3.399813e-10	1.718397e-10	1.436948e-08	1.436473e-08	1.589495e-09	2.609033e-08	1.264965e-08	1.498162e-09	2.097899e-08	8.902433e-12	2.300098e-08	3.065203e-10	6.622805e-09	2.249017e-08	1.951291e-09	1.837763e-09	1.228677e-08	9.809620e-09	5.431873e-09	5.865147e-07	4.031864e-07	4.519546e-08	6.853300e-07	4.385749e-07	4.438140e-08	5.591252e-07	4.450771e-10	6.636490e-07	1.532448e-08	1.768957e-07	6.572372e-07	5.211915e-08	5.302510e-08	3.069542e-07
prot_O69981	1.830912e-08	1.422039e-08	8.844383e-09	3.368912e-09	4.703159e-09	3.345228e-09	1.367711e-09	2.048369e-09	2.045928e-09	3.567323e-08	2.805958e-08	2.694744e-08	1.926950e-08	3.305801e-09	4.631132e-09	5.429498e-09	4.491591e-09	1.268337e-08	1.087253e-08	9.494789e-09	1.933716e-09	1.318679e-09	2.273035e-09	1.354372e-09	7.458885e-10	1.824940e-09	6.850972e-10	6.169527e-09	1.794858e-09	6.275342e-09	1.724077e-09	1.372495e-09	1.647172e-09	1.899777e-09
prot_O70007	1.677401e-12	1.868518e-12	2.615143e-09	3.413480e-09	2.576097e-09	4.937941e-09	1.286173e-08	7.913711e-09	3.581279e-09	2.058768e-11	2.151750e-09	4.957585e-10	6.344859e-10	8.568392e-10	1.082358e-08	3.756936e-09	8.997400e-09	1.186102e-10	1.084978e-10	1.870242e-08	1.271863e-08	1.346802e-08	3.081047e-08	4.256554e-08	3.349708e-08	2.781805e-08	7.288057e-10	2.032627e-08	3.881926e-09	3.142496e-09	1.429556e-08	4.527949e-08	1.721509e-08	3.589624e-08
prot_O70008	1.270704e-11	1.560789e-11	3.261938e-09	1.393129e-10	9.098402e-09	2.064481e-09	1.415536e-09	1.216465e-07	3.497349e-09	1.025541e-09	2.117534e-09	5.959022e-10	1.668090e-09	9.427629e-11	2.564959e-09	2.973707e-10	4.108350e-08	3.248126e-10	3.215155e-10	1.501488e-08	3.269576e-09	2.532526e-08	1.714387e-08	1.385298e-08	6.389883e-08	2.481069e-08	9.229130e-09	1.471681e-08	3.821402e-09	6.259903e-09	3.848044e-09	1.679195e-08	4.893244e-09	3.022369e-08
prot_O86504	2.515995e-08	2.382196e-08	2.490405e-08	1.622696e-08	1.139871e-08	1.180201e-08	1.117505e-08	1.025345e-08	9.957953e-09	4.216523e-08	3.064842e-08	2.506720e-08	2.248123e-08	1.370562e-08	1.434633e-08	8.515163e-09	1.202177e-08	6.930550e-08	7.046521e-08	9.566847e-08	2.313273e-07	2.078137e-07	1.634689e-07	1.968152e-07	2.136705e-07	1.966942e-07	2.507867e-07	2.352390e-07	2.173164e-07	2.006142e-07	2.617519e-07	2.759607e-07	1.899825e-07	2.354871e-07
prot_O86505	3.775543e-07	4.532512e-08	3.793025e-08	3.072096e-08	4.132526e-08	6.989510e-08	8.987584e-08	8.226592e-08	3.584517e-07	1.228243e-07	9.149122e-08	2.158911e-07	6.643267e-08	1.737264e-07	9.320633e-08	1.028242e-07	1.300953e-07	1.934746e-07	1.988249e-07	2.048479e-07	1.875628e-07	2.043139e-07	3.041157e-07	3.742781e-07	3.216171e-07	7.070609e-07	3.002055e-07	3.441695e-07	5.275635e-07	3.037829e-07	4.874289e-07	3.744110e-07	4.035168e-07	4.605754e-07
prot_O86507	0	2.496995e-15	7.741006e-14	4.910335e-13	0	5.607111e-13	2.243827e-13	4.410477e-14	5.280714e-13	0	2.706809e-14	3.044457e-14	1.803387e-13	1.455276e-13	3.834488e-14	1.528918e-14	1.889695e-14	0	1.765642e-13	2.067629e-12	1.234432e-11	0	1.315501e-11	6.444796e-12	1.892424e-12	1.298927e-11	0	7.978826e-13	1.142255e-12	5.636512e-12	7.275651e-12	1.685526e-12	1.081109e-12	1.336216e-12
prot_O86508	0	2.496995e-15	7.741006e-14	4.910335e-13	0	5.607111e-13	2.243827e-13	4.410477e-14	5.280714e-13	0	2.706809e-14	3.044457e-14	1.803387e-13	1.455276e-13	3.834488e-14	1.528918e-14	1.889695e-14	0	1.765642e-13	2.067629e-12	1.234432e-11	0	1.315501e-11	6.444796e-12	1.892424e-12	1.298927e-11	0	7.978826e-13	1.142255e-12	5.636512e-12	7.275651e-12	1.685526e-12	1.081109e-12	1.336216e-12
prot_O86509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_O86511	1.427473e-07	1.209822e-07	1.404772e-07	7.515635e-08	2.798885e-08	7.290931e-08	4.186558e-08	2.007915e-08	1.525562e-07	1.465061e-07	1.637752e-07	1.460726e-07	1.089294e-07	9.151596e-08	7.020107e-08	7.751410e-08	6.670414e-08	4.987575e-08	6.538911e-08	1.016101e-07	1.520374e-07	7.605120e-08	1.508978e-07	1.095303e-07	7.385077e-08	2.293443e-07	1.096488e-07	1.457761e-07	1.463325e-07	1.034399e-07	1.975627e-07	1.742857e-07	2.074026e-07	1.876089e-07
prot_O86517	1.292657e-07	1.244554e-07	1.097645e-07	2.009069e-08	2.003176e-08	1.794280e-08	9.670965e-09	1.399458e-08	2.051850e-08	1.143203e-07	1.017765e-07	8.857352e-08	7.085772e-08	2.759052e-08	5.641475e-09	2.209366e-08	3.528548e-08	1.776477e-08	3.704338e-08	7.286965e-08	1.178499e-07	3.997175e-08	5.809174e-08	4.993291e-08	6.926708e-08	1.472321e-07	8.137687e-09	8.563811e-08	8.362378e-08	9.952209e-08	1.865054e-07	1.000211e-07	1.071094e-07	2.233613e-07
prot_O86518	1.292657e-07	1.244554e-07	1.097645e-07	2.009069e-08	2.003176e-08	1.794280e-08	9.670965e-09	1.399458e-08	2.051850e-08	1.143203e-07	1.017765e-07	8.857352e-08	7.085772e-08	2.759052e-08	5.641475e-09	2.209366e-08	3.528548e-08	1.776477e-08	3.704338e-08	7.286965e-08	1.178499e-07	3.997175e-08	5.809174e-08	4.993291e-08	6.926708e-08	1.472321e-07	8.137687e-09	8.563811e-08	8.362378e-08	9.952209e-08	1.865054e-07	1.000211e-07	1.071094e-07	2.233613e-07
prot_O86528	2.386656e-06	2.797871e-06	2.611655e-06	3.407390e-07	3.256329e-07	3.440460e-07	1.424965e-07	1.415540e-07	1.619196e-07	2.599733e-06	2.323448e-06	1.888750e-06	1.575792e-06	2.911496e-07	3.250348e-07	3.759028e-07	3.855649e-07	1.038973e-19	2.219054e-08	1.548221e-08	9.930375e-09	8.668917e-09	1.027782e-08	5.397963e-09	4.988165e-09	7.298124e-09	2.952260e-08	1.365140e-08	1.457569e-08	1.224776e-08	1.212261e-08	8.224626e-09	8.846920e-09	1.055904e-08
prot_O86534	7.697333e-10	5.476630e-10	1.783329e-09	3.175843e-09	4.242840e-09	3.290271e-09	1.354344e-09	2.556343e-09	2.215623e-09	1.594767e-09	5.589921e-09	4.361819e-09	3.368859e-09	1.640469e-09	1.817690e-09	2.374095e-09	2.388079e-09	2.567610e-08	2.522668e-08	5.491027e-08	6.726649e-08	6.858451e-08	5.605456e-08	3.589560e-08	4.247431e-08	4.171737e-08	3.165584e-08	7.989423e-08	7.408973e-08	6.296137e-08	4.714513e-08	4.524540e-08	5.040101e-08	5.066452e-08
prot_O86535	7.697333e-10	5.476630e-10	1.783329e-09	3.175843e-09	4.242840e-09	3.290271e-09	1.354344e-09	2.556343e-09	2.215623e-09	1.594767e-09	5.589921e-09	4.361819e-09	3.368859e-09	1.640469e-09	1.817690e-09	2.374095e-09	2.388079e-09	2.567610e-08	2.522668e-08	5.491027e-08	6.726649e-08	6.858451e-08	5.605456e-08	3.589560e-08	4.247431e-08	4.171737e-08	3.165584e-08	7.989423e-08	7.408973e-08	6.296137e-08	4.714513e-08	4.524540e-08	5.040101e-08	5.066452e-08
prot_O86564	0	0	8.456802e-13	2.715858e-12	3.496801e-12	4.857690e-12	1.592178e-12	1.758673e-12	8.596242e-12	5.550421e-17	0	2.638073e-12	7.982372e-13	1.950103e-11	4.781564e-12	1.757415e-12	5.291363e-12	0	0	2.849707e-11	1.406372e-10	1.748225e-10	1.824462e-10	1.125840e-10	1.243570e-10	2.723159e-10	2.154382e-15	0	1.076773e-10	5.644390e-11	4.085619e-10	1.951699e-10	1.242680e-10	2.159758e-10
prot_O86565	7.587986e-08	8.349561e-08	8.522931e-08	9.085172e-08	6.069487e-08	9.575741e-08	1.114130e-07	1.163296e-07	2.475189e-07	6.712434e-08	1.241415e-07	1.384973e-07	7.190791e-08	1.916811e-07	1.752638e-07	1.664551e-07	2.009994e-07	1.300416e-07	1.967689e-07	2.672066e-07	2.904688e-07	2.238047e-07	3.393582e-07	3.783339e-07	4.228289e-07	6.517334e-07	1.606540e-07	3.182336e-07	3.235492e-07	2.498639e-07	4.653899e-07	4.530373e-07	4.638453e-07	5.783447e-07
prot_O86566	9.284002e-09	2.007888e-09	1.224365e-07	1.557843e-07	3.252929e-07	8.194846e-08	3.626466e-07	4.479766e-07	6.116782e-07	7.511013e-10	1.711828e-07	2.587097e-07	1.936064e-07	9.389346e-08	3.397023e-07	5.207881e-07	4.072157e-07	2.104441e-08	1.294749e-08	2.057835e-07	5.455197e-08	5.594385e-08	1.338649e-07	5.910302e-08	3.005153e-08	3.603831e-07	2.044207e-10	6.908651e-08	4.436346e-08	2.148605e-08	8.868929e-08	2.477198e-08	5.973096e-08	1.178923e-07
prot_O86567	9.426238e-09	6.913036e-09	1.290232e-07	1.566324e-07	3.260644e-07	9.171054e-08	3.640565e-07	4.483825e-07	6.200890e-07	7.877457e-10	1.798504e-07	2.594913e-07	1.940094e-07	1.063834e-07	3.402503e-07	5.214588e-07	4.093812e-07	2.122835e-08	1.406865e-08	2.057882e-07	5.403504e-08	5.319322e-08	1.393182e-07	5.638849e-08	2.804469e-08	3.567330e-07	1.368539e-10	6.000551e-08	4.291730e-08	2.039282e-08	8.918986e-08	2.227368e-08	5.844969e-08	1.161907e-07
prot_O86581	2.653571e-10	2.695231e-10	2.370018e-10	3.090720e-11	2.953416e-11	3.108879e-11	1.296134e-11	1.281339e-11	2.033095e-11	2.362203e-10	2.106354e-10	1.718170e-10	1.429314e-10	2.624683e-11	2.956771e-11	3.412400e-11	3.497807e-11	2.563980e-11	1.058815e-10	1.872757e-11	2.617715e-12	2.137571e-12	7.989437e-13	1.646701e-12	4.349299e-13	1.416757e-11	2.084954e-11	1.178702e-11	1.915573e-11	9.814837e-12	1.695785e-12	3.555803e-12	3.345627e-12	3.237568e-12
prot_O86587	7.147257e-09	1.176391e-08	1.114825e-08	1.156422e-08	1.946103e-08	1.178738e-07	1.152330e-07	6.527168e-09	5.290806e-08	4.163807e-08	4.689863e-08	5.391718e-08	2.320526e-08	5.103185e-08	5.686622e-08	6.445828e-08	5.310535e-08	3.729157e-08	2.333584e-08	2.415358e-08	2.570677e-08	2.905644e-08	1.292925e-06	9.608654e-07	1.015630e-07	7.221147e-07	3.837576e-08	5.023583e-08	5.278349e-08	4.144508e-08	5.384001e-08	6.209223e-08	7.325956e-08	6.939416e-08
prot_O86608	8.483808e-10	1.230728e-09	1.162356e-09	2.087269e-09	1.316658e-09	4.732935e-09	4.309346e-09	2.359801e-09	1.822855e-09	5.999953e-10	4.097212e-10	6.276270e-10	6.377355e-10	4.895583e-10	6.151588e-10	7.970307e-10	5.275976e-10	1.220177e-08	1.464560e-08	1.605126e-08	2.257918e-08	1.337994e-08	4.958379e-08	2.822246e-08	2.115705e-08	2.158133e-08	5.880752e-09	8.025644e-09	1.074647e-08	1.162709e-08	9.239744e-09	1.121547e-08	1.504287e-08	1.123716e-08
prot_O86613	2.479371e-11	0	4.594323e-09	9.728180e-09	5.834818e-10	1.193593e-09	0	0	3.343265e-09	4.617797e-09	6.065885e-10	0	1.497189e-10	3.918198e-10	8.508886e-10	3.613504e-10	2.332654e-10	7.837321e-10	0	3.248677e-07	3.125980e-07	2.917117e-08	1.212465e-08	0	0	2.033853e-07	3.094828e-08	1.291957e-08	0	3.344800e-09	6.916062e-09	1.520671e-08	6.378242e-09	5.827550e-09
