rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
NPHS	4.700829e-04	4.068136e-04	3.182486e-04	4.777412e-05	4.935965e-05	5.084881e-05	2.157916e-05	2.247147e-05	2.400780e-05	4.189391e-04	3.146628e-04	2.597652e-04	2.337159e-04	4.597037e-05	5.179299e-05	5.989402e-05	6.057194e-05	7.599063e-06	1.416451e-05	1.009147e-05	1.527802e-06	2.529357e-06	2.170796e-06	7.543534e-07	1.060305e-06	1.079923e-06	1.029407e-05	1.481726e-05	8.299220e-06	1.075703e-05	1.146613e-06	2.086434e-06	2.826777e-06	2.438591e-06
O4OXOCYR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGMEACPD	2.832239e-07	2.452839e-07	1.917785e-07	2.878936e-08	2.979334e-08	3.066736e-08	1.300692e-08	1.355832e-08	1.448210e-08	2.524795e-07	1.898464e-07	1.565371e-07	1.410010e-07	2.769164e-08	3.123042e-08	3.613727e-08	3.652386e-08	2.841118e-10	5.485847e-10	5.911270e-10	1.340322e-10	1.306394e-10	1.352514e-10	5.839111e-11	6.260438e-11	6.370608e-11	3.816737e-10	6.594120e-10	6.916027e-10	5.132546e-10	1.286392e-10	1.409584e-10	1.724110e-10	1.563410e-10
ONTROOXR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPMEACPD	2.832239e-07	2.452839e-07	1.917785e-07	2.878936e-08	2.979334e-08	3.066736e-08	1.300692e-08	1.355832e-08	1.448210e-08	2.524795e-07	1.898464e-07	1.565371e-07	1.410010e-07	2.769164e-08	3.123042e-08	3.613727e-08	3.652386e-08	2.841118e-10	5.485847e-10	5.911270e-10	1.340322e-10	1.306394e-10	1.352514e-10	5.839111e-11	6.260438e-11	6.370608e-11	3.816737e-10	6.594120e-10	6.916027e-10	5.132546e-10	1.286392e-10	1.409584e-10	1.724110e-10	1.563410e-10
OXBPTA	1.188479e-06	1.668469e-06	3.347276e-05	1.391799e-05	1.098739e-05	1.592112e-05	8.624914e-06	8.448105e-06	6.423106e-06	2.549560e-05	3.199417e-05	4.008398e-05	4.837836e-06	2.009918e-05	8.936793e-06	1.392676e-05	1.094675e-05	3.091008e-05	5.526964e-05	9.282783e-04	3.012331e-04	2.516130e-04	3.719520e-04	1.897508e-04	1.674435e-04	1.466712e-04	1.022850e-03	8.503074e-04	1.046618e-03	1.134135e-04	4.683790e-04	1.938411e-04	2.320000e-04	2.160745e-04
PAAT	2.628021e-05	4.983281e-05	3.551057e-05	4.479995e-05	3.517855e-05	-3.980091e-05	-8.121777e-05	8.062503e-05	9.578929e-05	3.956272e-05	1.228078e-05	9.150552e-05	6.985136e-05	-2.471739e-05	4.988462e-05	-1.631556e-05	1.494634e-05	1.438203e-03	6.349845e-03	4.928681e-03	4.048498e-03	8.451139e-03	7.799761e-03	1.099389e-02	5.164600e-03	5.591639e-03	2.265081e-03	3.881971e-04	6.469897e-03	6.807044e-03	5.047331e-03	8.388054e-03	8.343647e-03	1.450223e-02
PAPA120	9.345434e-06	0	0	5.109106e-06	0	1.963460e-05	1.207011e-05	1.274561e-05	4.597793e-06	1.083140e-05	5.746989e-06	5.977819e-06	2.148384e-05	2.234683e-05	0	4.702515e-06	1.438512e-05	3.305958e-04	0	0	3.612684e-04	0	6.939796e-04	4.926617e-04	5.202332e-04	3.251131e-04	4.421016e-04	4.063735e-04	4.226957e-04	6.791068e-04	7.898426e-04	0	3.325180e-04	5.871524e-04
PAPA140	6.253290e-06	5.415614e-06	4.234271e-06	6.356392e-07	6.578060e-07	6.771036e-07	2.871794e-07	2.993538e-07	3.197497e-07	5.574486e-06	4.191613e-06	3.456178e-06	3.113156e-06	6.114028e-07	6.895355e-07	7.978734e-07	8.064091e-07	6.272894e-09	1.211218e-08	1.305147e-08	2.959292e-09	2.884382e-09	2.986212e-09	1.289215e-09	1.382240e-09	1.406564e-09	8.426960e-09	1.455913e-08	1.526987e-08	1.133213e-08	2.840220e-09	3.112215e-09	3.806655e-09	3.451848e-09
PAPA141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA150	3.899717e-06	3.377320e-06	2.640603e-06	3.964014e-07	4.102252e-07	4.222597e-07	1.790927e-07	1.866849e-07	1.994044e-07	3.476396e-06	2.614000e-06	2.155364e-06	1.941446e-06	3.812869e-07	4.300125e-07	4.975749e-07	5.028980e-07	3.911942e-09	7.553476e-09	8.139243e-09	1.845493e-09	1.798777e-09	1.862280e-09	8.039886e-10	8.620012e-10	8.771706e-10	5.255275e-09	9.079460e-09	9.522695e-09	7.067015e-09	1.771236e-09	1.940860e-09	2.373931e-09	2.152663e-09
PAPA160	7.146617e-05	6.189273e-05	4.839167e-05	7.264448e-06	7.517783e-06	7.738327e-06	3.282051e-06	3.421186e-06	3.654282e-06	6.370841e-05	4.790415e-05	3.949918e-05	3.557893e-05	6.987460e-06	7.880405e-06	9.118554e-06	9.216104e-06	7.169022e-08	1.384249e-07	1.491597e-07	3.382048e-08	3.296437e-08	3.412813e-08	1.473389e-08	1.579703e-08	1.607502e-08	9.630811e-08	1.663901e-07	1.745128e-07	1.295101e-07	3.245966e-08	3.556818e-08	4.350463e-08	3.944969e-08
PAPA161	1.834757e-05	1.588977e-05	1.242363e-05	1.865007e-06	1.930046e-06	1.986667e-06	8.426034e-07	8.783237e-07	9.381667e-07	1.635591e-05	1.229847e-05	1.014065e-05	9.134205e-06	1.793896e-06	2.023142e-06	2.341013e-06	2.366057e-06	1.840509e-08	3.553794e-08	3.829388e-08	8.682759e-09	8.462968e-09	8.761742e-09	3.782643e-09	4.055583e-09	4.126953e-09	2.472526e-08	4.271746e-08	4.480281e-08	3.324922e-08	8.333393e-09	9.131445e-09	1.116898e-08	1.012795e-08
PAPA170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPA181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPAai150	6.756646e-05	5.851541e-05	4.575107e-05	6.868046e-06	7.107558e-06	7.316067e-06	3.102958e-06	3.234501e-06	3.454878e-06	6.023201e-05	4.529015e-05	3.734381e-05	3.363748e-05	6.606174e-06	7.450393e-06	8.620979e-06	8.713206e-06	6.777828e-08	1.308715e-07	1.410205e-07	3.197499e-08	3.116559e-08	3.226585e-08	1.392990e-08	1.493503e-08	1.519785e-08	9.105284e-08	1.573106e-07	1.649901e-07	1.224430e-07	3.068842e-08	3.362732e-08	4.113070e-08	3.729702e-08
PAPAai170	6.208624e-05	5.376931e-05	4.204027e-05	6.310989e-06	6.531074e-06	6.722672e-06	2.851282e-06	2.972155e-06	3.174658e-06	5.534668e-05	4.161673e-05	3.431491e-05	3.090919e-05	6.070356e-06	6.846102e-06	7.921743e-06	8.006490e-06	6.228088e-08	1.202567e-07	1.295825e-07	2.938155e-08	2.863780e-08	2.964882e-08	1.280007e-08	1.372367e-08	1.396517e-08	8.366767e-08	1.445514e-07	1.516080e-07	1.125119e-07	2.819933e-08	3.089985e-08	3.779465e-08	3.427192e-08
PAPAi140	1.367478e-05	1.184294e-05	9.259560e-06	1.390024e-06	1.438499e-06	1.480699e-06	6.280078e-07	6.546308e-07	6.992329e-07	1.219036e-05	9.166274e-06	7.558016e-06	6.807891e-06	1.337024e-06	1.507885e-06	1.744800e-06	1.763466e-06	1.371765e-08	2.648708e-08	2.854113e-08	6.471419e-09	6.307605e-09	6.530287e-09	2.819273e-09	3.022700e-09	3.075893e-09	1.842819e-08	3.183811e-08	3.339236e-08	2.478125e-08	6.211031e-09	6.805834e-09	8.324444e-09	7.548546e-09
PAPAi150	3.904870e-05	3.381783e-05	2.644093e-05	3.969252e-06	4.107673e-06	4.228177e-06	1.793294e-06	1.869316e-06	1.996679e-06	3.480991e-05	2.617455e-05	2.158212e-05	1.944012e-05	3.817908e-06	4.305808e-06	4.982325e-06	5.035626e-06	3.917112e-08	7.563459e-08	8.150000e-08	1.847932e-08	1.801154e-08	1.864742e-08	8.050512e-09	8.631404e-09	8.783299e-09	5.262220e-08	9.091459e-08	9.535280e-08	7.076355e-08	1.773577e-08	1.943425e-08	2.377068e-08	2.155508e-08
PAPAi160	7.926560e-05	6.864737e-05	5.367288e-05	8.057251e-06	8.338234e-06	8.582846e-06	3.640236e-06	3.794556e-06	4.053091e-06	7.066120e-05	5.313215e-05	4.380991e-05	3.946182e-05	7.750034e-06	8.740430e-06	1.011370e-05	1.022190e-05	7.951410e-08	1.535319e-07	1.654382e-07	3.751147e-08	3.656192e-08	3.785270e-08	1.634187e-08	1.752103e-08	1.782936e-08	1.068187e-07	1.845490e-07	1.935582e-07	1.436441e-07	3.600213e-08	3.944989e-08	4.825249e-08	4.375501e-08
PAPAi170	2.889570e-05	2.502490e-05	1.956606e-05	2.937212e-06	3.039642e-06	3.128814e-06	1.327021e-06	1.383278e-06	1.477525e-06	2.575903e-05	1.936894e-05	1.597058e-05	1.438552e-05	2.825218e-06	3.186260e-06	3.686877e-06	3.726319e-06	2.898629e-08	5.596893e-08	6.030928e-08	1.367453e-08	1.332838e-08	1.379892e-08	5.957308e-09	6.387163e-09	6.499564e-09	3.893996e-08	6.727600e-08	7.056023e-08	5.236440e-08	1.312431e-08	1.438117e-08	1.759009e-08	1.595057e-08
PAPAi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC3BS	1.302497e-07	1.128018e-07	8.819561e-08	1.323973e-08	1.370144e-08	1.410339e-08	5.981659e-09	6.235238e-09	6.660065e-09	1.161109e-07	8.730708e-08	7.198871e-08	6.484391e-08	1.273491e-08	1.436233e-08	1.661890e-08	1.679669e-08	1.306581e-10	2.522846e-10	2.718491e-10	6.163908e-11	6.007878e-11	6.219979e-11	2.685306e-11	2.879067e-11	2.929732e-11	1.755251e-10	3.032521e-10	3.180561e-10	2.360369e-10	5.915893e-11	6.482432e-11	7.928880e-11	7.189851e-11
PEAMNO	4.940655e-07	5.772248e-07	9.563803e-07	3.138862e-07	2.578071e-07	2.744466e-07	0	0	0	3.993011e-07	1.260305e-06	2.186223e-06	0	9.383291e-07	0	2.212146e-07	2.255673e-07	2.016611e-05	2.885836e-05	3.903625e-05	2.219511e-05	1.822972e-05	1.940631e-05	0	0	0	1.996306e-05	4.454513e-05	6.307926e-05	0	3.829946e-05	0	1.564172e-05	1.594949e-05
PHCHGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHYCBOXL	4.940655e-07	5.772248e-07	9.563803e-07	3.138862e-07	2.578071e-07	2.744466e-07	0	0	0	3.993011e-07	1.260305e-06	2.186223e-06	0	9.383291e-07	0	2.212146e-07	2.255673e-07	2.016611e-05	2.885836e-05	3.903625e-05	2.219511e-05	1.822972e-05	1.940631e-05	0	0	0	1.996306e-05	4.454513e-05	6.307926e-05	0	3.829946e-05	0	1.564172e-05	1.594949e-05
PICDDHs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMDPHT	1.110242e-04	9.615163e-05	7.517745e-05	1.128547e-05	1.167903e-05	1.202165e-05	5.098733e-06	5.314882e-06	5.677002e-06	9.897232e-05	7.442007e-05	6.136278e-05	5.527259e-05	1.085516e-05	1.224237e-05	1.416586e-05	1.431741e-05	1.113722e-07	2.150460e-07	2.317226e-07	5.254081e-08	5.121082e-08	5.301876e-08	2.288940e-08	2.454100e-08	2.497287e-08	1.496166e-07	2.584904e-07	2.711092e-07	2.011965e-07	5.042674e-08	5.525589e-08	6.758534e-08	6.128589e-08
PMEACPE	2.832239e-07	2.452839e-07	1.917785e-07	2.878936e-08	2.979334e-08	3.066736e-08	1.300692e-08	1.355832e-08	1.448210e-08	2.524795e-07	1.898464e-07	1.565371e-07	1.410010e-07	2.769164e-08	3.123042e-08	3.613727e-08	3.652386e-08	2.841118e-10	5.485847e-10	5.911270e-10	1.340322e-10	1.306394e-10	1.352514e-10	5.839111e-11	6.260438e-11	6.370608e-11	3.816737e-10	6.594120e-10	6.916027e-10	5.132546e-10	1.286392e-10	1.409584e-10	1.724110e-10	1.563410e-10
POR_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPCK	5.026284e-05	6.293447e-05	1.087846e-04	7.001588e-05	1.845179e-04	2.762355e-04	3.542735e-02	8.825030e-02	1.654077e-01	7.789233e-03	6.198262e-03	3.917894e-05	8.911680e-05	7.374481e-05	1.782644e-01	2.193429e-01	2.253236e-01	9.299535e-04	1.469752e-03	2.348525e-03	1.857332e-03	2.508957e-03	3.354519e-03	8.800871e-03	1.056504e-02	1.533382e-02	8.543736e-03	7.017872e-03	1.175989e-03	1.894540e-03	1.956021e-03	1.357044e-02	1.906807e-02	1.820577e-02
PPPNDO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPRDNDH	6.476729e-06	2.703059e-05	1.758421e-05	2.449383e-05	2.584743e-05	2.590604e-05	1.879625e-05	1.944305e-05	2.143420e-05	1.745810e-05	3.443390e-05	4.136858e-05	1.326106e-05	1.657619e-05	2.650574e-05	2.556466e-05	2.348350e-05	1.223333e-04	3.542487e-04	3.014220e-04	3.309053e-04	3.391053e-04	3.539350e-04	2.809990e-04	2.943812e-04	3.204866e-04	2.473078e-04	4.353234e-04	4.863572e-04	2.506560e-04	2.952074e-04	3.456068e-04	3.575908e-04	3.417241e-04
PPYRDC	5.115980e-07	8.946911e-07	1.317668e-06	1.201148e-06	3.516231e-08	8.545310e-07	4.056736e-07	0	2.191621e-07	1.027916e-06	9.703121e-07	7.530866e-07	1.530792e-06	3.334237e-07	1.045639e-06	1.261998e-06	1.001750e-06	2.088172e-05	3.651830e-05	4.657260e-05	4.327974e-05	2.486351e-06	3.488554e-05	2.028165e-05	0	1.549710e-05	3.249257e-05	3.960534e-05	3.765056e-05	4.417298e-05	2.357662e-05	3.306168e-05	3.741712e-05	3.423877e-05
PRODSYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROP2MO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSQLDL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYACOADH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDAMK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDXK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDXNK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYNP2r	3.218947e-08	-8.509223e-06	-9.351714e-06	2.230979e-07	2.537241e-07	3.037502e-07	-7.398569e-06	-1.185473e-05	-8.258660e-06	1.529610e-07	3.293636e-07	-5.216902e-06	-1.571972e-05	-2.063595e-05	-7.540507e-06	-4.236262e-06	-4.125392e-06	1.013568e-06	4.297838e-04	4.747389e-04	4.186734e-06	4.347324e-06	4.830901e-06	3.826628e-04	4.948363e-04	4.307641e-04	2.813236e-06	5.024848e-06	3.828218e-04	5.660821e-04	7.387582e-04	4.024804e-04	3.163766e-04	3.226323e-04
QMO3	2.646732e+00	3.540335e-03	2.203710e-03	1.784911e-04	1.165931e-04	1.595797e-04	1.237387e-04	1.150463e-04	1.024479e-04	4.307318e-03	1.576205e-03	1.045917e-03	1.353666e-04	2.340666e-04	8.569599e-05	1.265089e-04	1.008825e-04	2.116560e-02	4.371719e-02	3.285508e-02	2.571165e-03	1.790291e-03	2.304628e-03	1.475868e-03	1.434831e-03	1.414357e-03	5.545962e-02	2.193087e-02	1.349049e-02	1.903446e-03	2.847274e-03	1.293939e-03	1.549432e-03	1.348454e-03
QUINHYDs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBK_L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP4E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBTDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RE0691C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDS12	1.358925e-06	2.606638e-06	3.279472e-06	2.164502e-05	2.176007e-05	2.219258e-05	2.312858e-05	2.431250e-05	2.564937e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623209e-05	3.077485e-05	3.059290e-05	2.002420e-05	2.255590e-05	2.151711e-05	0	0	0	0	0	0	0	0
REDS16	1.358925e-06	2.606638e-06	3.279472e-06	2.164502e-05	2.176007e-05	2.219258e-05	2.312858e-05	2.431250e-05	2.564937e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623209e-05	3.077485e-05	3.059290e-05	2.002420e-05	2.255590e-05	2.151711e-05	0	0	0	0	0	0	0	0
REDS20	1.358925e-06	2.606638e-06	3.279472e-06	2.164502e-05	2.176007e-05	2.219258e-05	2.312858e-05	2.431250e-05	2.564937e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623209e-05	3.077485e-05	3.059290e-05	2.002420e-05	2.255590e-05	2.151711e-05	0	0	0	0	0	0	0	0
REDS22	5.362650e-08	0	2.465990e-07	2.066380e-07	0	9.577695e-08	7.079180e-08	7.007834e-08	7.577077e-08	0	0	0	0	0	0	0	0	3.791966e-06	0	1.101799e-05	1.034350e-05	0	6.772453e-06	4.707001e-06	4.955287e-06	5.357803e-06	0	0	0	0	0	0	0	0
REDS23	5.362650e-08	0	2.466482e-07	2.069528e-07	3.990680e-10	9.620289e-08	7.115409e-08	7.070127e-08	7.631687e-08	0	0	0	0	0	0	0	0	3.791966e-06	0	1.101799e-05	1.034349e-05	5.759977e-09	6.772450e-06	4.707000e-06	4.955286e-06	5.357802e-06	0	0	0	0	0	0	0	0
REDS24	1.305299e-06	2.606638e-06	3.032873e-06	2.143838e-05	2.176007e-05	2.209680e-05	2.305779e-05	2.424242e-05	2.557360e-05	0	0	0	0	0	0	0	0	1.881630e-05	3.606348e-05	4.079736e-05	3.485166e-05	3.077485e-05	2.990473e-05	1.954681e-05	2.208194e-05	2.093218e-05	0	0	0	0	0	0	0	0
REDS25	1.358925e-06	2.606638e-06	3.279522e-06	2.164534e-05	2.176047e-05	2.219301e-05	2.312894e-05	2.431312e-05	2.564992e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623206e-05	3.077482e-05	3.059287e-05	2.002417e-05	2.255586e-05	2.151707e-05	0	0	0	0	0	0	0	0
REDS26	1.358925e-06	2.606638e-06	3.279522e-06	2.164534e-05	2.176047e-05	2.219301e-05	2.312894e-05	2.431312e-05	2.564992e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623206e-05	3.077482e-05	3.059287e-05	2.002417e-05	2.255586e-05	2.151707e-05	0	0	0	0	0	0	0	0
REDS27	1.194154e-06	2.012565e-06	2.612484e-06	8.723269e-06	8.874053e-06	8.814798e-06	8.528864e-06	9.603241e-06	9.480524e-06	0	0	0	0	0	0	0	0	1.798483e-05	3.176093e-05	3.764836e-05	3.311034e-05	2.969858e-05	2.909535e-05	2.095456e-05	2.449067e-05	2.410296e-05	0	0	0	0	0	0	0	0
REDS27b	1.647715e-07	5.940731e-07	6.670376e-07	1.292207e-05	1.288642e-05	1.337821e-05	1.460008e-05	1.470988e-05	1.616939e-05	0	0	0	0	0	0	0	0	6.725424e-06	1.715254e-05	1.924608e-05	2.102281e-05	1.714174e-05	1.803563e-05	1.452474e-05	1.384034e-05	1.373614e-05	0	0	0	0	0	0	0	0
REDS29	1.358925e-06	2.606638e-06	3.279522e-06	2.164534e-05	2.176047e-05	2.219301e-05	2.312894e-05	2.431312e-05	2.564992e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623206e-05	3.077482e-05	3.059287e-05	2.002417e-05	2.255586e-05	2.151707e-05	0	0	0	0	0	0	0	0
REDS34	1.358925e-06	2.606638e-06	3.279522e-06	2.164534e-05	2.176047e-05	2.219301e-05	2.312894e-05	2.431312e-05	2.564992e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623206e-05	3.077482e-05	3.059287e-05	2.002417e-05	2.255586e-05	2.151707e-05	0	0	0	0	0	0	0	0
REDS35b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDS36	1.358925e-06	2.606638e-06	3.279522e-06	2.164534e-05	2.176047e-05	2.219301e-05	2.312894e-05	2.431312e-05	2.564992e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623206e-05	3.077482e-05	3.059287e-05	2.002417e-05	2.255586e-05	2.151707e-05	0	0	0	0	0	0	0	0
REDS37	1.358925e-06	2.606638e-06	3.279522e-06	2.164534e-05	2.176047e-05	2.219301e-05	2.312894e-05	2.431312e-05	2.564992e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623206e-05	3.077482e-05	3.059287e-05	2.002417e-05	2.255586e-05	2.151707e-05	0	0	0	0	0	0	0	0
REDS4	1.358925e-06	2.606638e-06	3.279472e-06	2.164502e-05	2.176007e-05	2.219258e-05	2.312858e-05	2.431250e-05	2.564937e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623209e-05	3.077485e-05	3.059290e-05	2.002420e-05	2.255590e-05	2.151711e-05	0	0	0	0	0	0	0	0
REDS8	1.358925e-06	2.606638e-06	3.279472e-06	2.164502e-05	2.176007e-05	2.219258e-05	2.312858e-05	2.431250e-05	2.564937e-05	0	0	0	0	0	0	0	0	1.919094e-05	3.606348e-05	4.224127e-05	3.623209e-05	3.077485e-05	3.059290e-05	2.002420e-05	2.255590e-05	2.151711e-05	0	0	0	0	0	0	0	0
RHAMFs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIB1MPTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2FE2ST	8.246097e-12	7.141469e-12	5.583654e-12	8.382055e-13	8.674365e-13	8.928839e-13	3.786982e-13	3.947522e-13	4.216480e-13	7.350970e-12	5.527401e-12	4.557597e-12	4.105261e-12	8.062454e-13	9.092775e-13	1.052141e-12	1.063397e-12	8.271948e-15	1.597211e-14	1.721073e-14	3.902363e-15	3.803581e-15	3.937862e-15	1.700064e-15	1.822734e-15	1.854810e-15	1.111247e-14	1.919886e-14	2.013610e-14	1.494347e-14	3.745345e-15	4.104020e-15	5.019765e-15	4.551887e-15
S4FE4SR	3.578684e-06	3.099292e-06	2.423223e-06	3.637688e-07	3.764546e-07	3.874984e-07	1.643494e-07	1.713166e-07	1.829890e-07	3.190212e-06	2.398810e-06	1.977930e-06	1.781622e-06	3.498986e-07	3.946130e-07	4.566135e-07	4.614984e-07	3.589903e-09	6.931659e-09	7.469204e-09	1.693568e-09	1.650698e-09	1.708974e-09	7.378026e-10	7.910395e-10	8.049601e-10	4.822649e-09	8.332020e-09	8.738767e-09	6.485244e-09	1.625424e-09	1.781084e-09	2.178504e-09	1.975451e-09
S4FE4ST	3.578684e-06	3.099292e-06	2.423223e-06	3.637688e-07	3.764546e-07	3.874984e-07	1.643494e-07	1.713166e-07	1.829890e-07	3.190212e-06	2.398810e-06	1.977930e-06	1.781622e-06	3.498986e-07	3.946130e-07	4.566135e-07	4.614984e-07	3.589903e-09	6.931659e-09	7.469204e-09	1.693568e-09	1.650698e-09	1.708974e-09	7.378026e-10	7.910395e-10	8.049601e-10	4.822649e-09	8.332020e-09	8.738767e-09	6.485244e-09	1.625424e-09	1.781084e-09	2.178504e-09	1.975451e-09
SARCOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBTD_D2	-3.784357e-06	0	-7.957003e-06	0	-1.152075e-05	-1.230502e-05	0	0	-6.275397e-06	-5.479625e-06	-1.744448e-05	0	0	-1.403908e-05	-5.760864e-06	0	-3.216482e-06	2.675945e-04	0	5.626451e-04	0	4.702435e-04	5.022499e-04	0	0	3.137385e-04	3.874680e-04	8.721369e-04	0	0	5.730282e-04	2.880144e-04	0	2.274396e-04
SCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCB24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
