Avg F519-522;M1152 in F134 medium;;;;
21.02.2017 17:19:37 ;2,043333333;6,943333333;94,33333333;309,3333333;0,358488572
21.02.2017 17:24:45 ;2,126666667;6,946666667;94,6;310;0,486836333
21.02.2017 17:29:48 ;2,213333333;6,946666667;94,56666667;310;0,508965257
21.02.2017 17:34:54 ;2,296666667;6,943333333;94,63333333;310;0,439480435
21.02.2017 17:39:58 ;2,383333333;6,946666667;94,56666667;310;0,485066019
21.02.2017 17:45:05 ;2,466666667;6,943333333;94,36666667;309,3333333;0,526225818
21.02.2017 17:50:08 ;2,553333333;6,946666667;94,4;309,6666667;0,481525391
21.02.2017 17:55:15 ;2,636666667;6,943333333;94,06666667;310;0,520472298
21.02.2017 18:00:18 ;2,723333333;6,943333333;94,33333333;309,3333333;0,560304361
21.02.2017 18:05:25 ;2,803333333;6,943333333;94,26666667;309,6666667;0,481525391
21.02.2017 18:10:28 ;2,893333333;6,943333333;94,2;310;0,540388329
21.02.2017 18:15:35 ;2,973333333;6,943333333;94,4;309;0,483295705
21.02.2017 18:20:37 ;3,06;6,943333333;94,13333333;310;0,525783239
21.02.2017 18:25:45 ;3,143333333;6,943333333;94,2;310;0,446119112
21.02.2017 18:30:49 ;3,23;6,943333333;94,1;309,6666667;0,359816308
21.02.2017 18:35:56 ;3,313333333;6,943333333;94,03333333;309;0,401861264
21.02.2017 18:40:59 ;3,4;6,943333333;94,03333333;309;0,370438191
21.02.2017 18:46:06 ;3,483333333;6,943333333;94,06666667;309,3333333;0,373093662
21.02.2017 18:51:08 ;3,566666667;6,943333333;93,9;310;0,374421398
21.02.2017 18:56:15 ;3,653333333;6,943333333;94;308,3333333;0,319099087
21.02.2017 19:01:19 ;3,736666667;6,943333333;93,96666667;309,6666667;0,378404604
21.02.2017 19:06:26 ;3,823333333;6,943333333;93,93333333;310;0,371765927
21.02.2017 19:11:29 ;3,906666667;6,943333333;93,96666667;310;0,325737765
21.02.2017 19:16:36 ;3,993333333;6,943333333;93,73333333;310;0,367782721
21.02.2017 19:21:39 ;4,076666667;6,943333333;93,83333333;309;0,362471779
21.02.2017 19:26:46 ;4,163333333;6,943333333;94;309;0,418236668
21.02.2017 19:31:49 ;4,243333333;6,943333333;93,73333333;309,6666667;0,437267543
21.02.2017 19:36:56 ;4,333333333;6,943333333;93,73333333;310;0,520029719
21.02.2017 19:41:58 ;4,413333333;6,943333333;93,93333333;309,6666667;0,452315211
21.02.2017 19:47:06 ;4,503333333;6,943333333;93,53333333;309,3333333;0,500998844
21.02.2017 19:52:10 ;4,583333333;6,943333333;93,63333333;310;0,453642946
21.02.2017 19:57:15 ;4,673333333;6,943333333;93,66666667;309,3333333;0,524898082
21.02.2017 20:02:19 ;4,753333333;6,943333333;93,63333333;309,3333333;0,493917589
21.02.2017 20:07:26 ;4,84;6,943333333;93,6;309,3333333;0,49922853
21.02.2017 20:12:29 ;4,923333333;6,943333333;93,73333333;309;0,537732859
21.02.2017 20:17:35 ;5,01;6,943333333;93,76666667;310,3333333;0,529766446
21.02.2017 20:22:39 ;5,093333333;6,943333333;93,7;310;0,636870439
21.02.2017 20:27:46 ;5,176666667;6,943333333;93,56666667;309,3333333;0,563844989
21.02.2017 20:32:49 ;5,263333333;6,943333333;93,6;309,3333333;0,541273486
21.02.2017 20:37:55 ;5,346666667;6,943333333;93,5;309,6666667;0,493917589
21.02.2017 20:42:58 ;5,433333333;6,943333333;93,5;308,6666667;0,521800033
21.02.2017 20:48:06 ;5,516666667;6,943333333;93,46666667;309,6666667;0,567385617
21.02.2017 20:53:09 ;5,603333333;6,943333333;93,53333333;309,6666667;0,5080801
21.02.2017 20:58:15 ;5,686666667;6,943333333;93,63333333;309,3333333;0,518259405
21.02.2017 21:03:18 ;5,773333333;6,943333333;93,36666667;310,3333333;0,486836333
21.02.2017 21:08:25 ;5,853333333;6,943333333;93,4;309,3333333;0,577122344
21.02.2017 21:13:30 ;5,943333333;6,943333333;93,26666667;309,3333333;0,532421917
21.02.2017 21:18:35 ;6,023333333;6,943333333;93,3;308,6666667;0,472673821
21.02.2017 21:23:39 ;6,113333333;6,943333333;93,33333333;309,3333333;0,493917589
21.02.2017 21:28:45 ;6,193333333;6,943333333;93,33333333;308,6666667;0,477984763
21.02.2017 21:33:48 ;6,28;6,943333333;93,4;309,3333333;0,485066019
21.02.2017 21:38:55 ;6,363333333;6,943333333;93,3;309;0,481525391
21.02.2017 21:43:58 ;6,446666667;6,943333333;93,26666667;309,6666667;0,476214449
21.02.2017 21:49:05 ;6,533333333;6,943333333;93,26666667;309,3333333;0,488606647
21.02.2017 21:54:09 ;6,616666667;6,943333333;93,2;309,6666667;0,481525391
21.02.2017 21:59:16 ;6,703333333;6,943333333;93,23333333;309,3333333;0,485066019
21.02.2017 22:04:19 ;6,786666667;6,943333333;93,23333333;310;0,483295705
21.02.2017 22:09:26 ;6,873333333;6,943333333;93,16666667;309,3333333;0,444791377
21.02.2017 22:14:30 ;6,956666667;6,943333333;93,2;309,6666667;0,490376961
21.02.2017 22:19:36 ;7,043333333;6,943333333;93,16666667;309,6666667;0,40584447
21.02.2017 22:24:39 ;7,126666667;6,943333333;93,06666667;309,6666667;0,371765927
21.02.2017 22:29:45 ;7,213333333;6,943333333;93,03333333;309,3333333;0,357160837
21.02.2017 22:34:48 ;7,293333333;6,943333333;92,9;310;0,416466354
21.02.2017 22:39:56 ;7,383333333;6,943333333;93;309,3333333;0,359816308
21.02.2017 22:44:59 ;7,463333333;6,943333333;92,96666667;309,3333333;0,41159799
21.02.2017 22:50:06 ;7,553333333;6,943333333;93,03333333;310;0,363799514
21.02.2017 22:55:09 ;7,633333333;6,943333333;93,03333333;309,3333333;0,406729627
21.02.2017 23:00:16 ;7,723333333;6,943333333;92,93333333;309,6666667;0,412483147
21.02.2017 23:05:18 ;7,803333333;6,943333333;92,96666667;309,3333333;0,319541666
21.02.2017 23:10:26 ;7,89;6,943333333;92,96666667;309,3333333;0,413368304
21.02.2017 23:15:29 ;7,973333333;6,943333333;92,76666667;308,3333333;0,398763214
21.02.2017 23:20:35 ;8,06;6,943333333;92,73333333;309,3333333;0,371765927
21.02.2017 23:25:39 ;8,143333333;6,943333333;92,7;308,6666667;0,357160837
21.02.2017 23:30:47 ;8,23;6,943333333;92,8;309,6666667;0,41469604
21.02.2017 23:35:49 ;8,313333333;6,943333333;92,76666667;309,3333333;0,479755077
21.02.2017 23:40:57 ;8,396666667;6,943333333;92,83333333;309,6666667;0,428858551
21.02.2017 23:46:00 ;8,483333333;6,943333333;92,66666667;308,3333333;0,454528103
21.02.2017 23:51:07 ;8,566666667;6,943333333;92,6;309,3333333;0,504539472
21.02.2017 23:56:10 ;8,653333333;6,943333333;92,63333333;309,6666667;0,451872633
22.02.2017 00:01:17 ;8,736666667;6,943333333;92,56666667;310;0,510735571
22.02.2017 00:06:19 ;8,823333333;6,943333333;92,53333333;309,6666667;0,451872633
22.02.2017 00:11:26 ;8,906666667;6,943333333;92,4;309,3333333;0,399205793
22.02.2017 00:16:30 ;8,993333333;6,94;92,33333333;310;0,459839045
22.02.2017 00:21:37 ;9,076666667;6,943333333;92,23333333;309;0,57535203
22.02.2017 00:26:39 ;9,163333333;6,943333333;92,23333333;308,6666667;0,479755077
22.02.2017 00:31:47 ;9,243333333;6,943333333;92,1;311;0,493032432
22.02.2017 00:36:49 ;9,33;6,943333333;92,1;309,6666667;0,492147275
22.02.2017 00:41:56 ;9,413333333;6,943333333;92,06666667;309;0,406729627
22.02.2017 00:47:00 ;9,5;6,943333333;92,16666667;309,6666667;0,420006982
22.02.2017 00:52:07 ;9,583333333;6,943333333;92,13333333;309;0,361144043
22.02.2017 00:57:10 ;9,67;6,943333333;92,06666667;310;0,413368304
22.02.2017 01:02:17 ;9,753333333;6,94;91,96666667;309;0,366454985
22.02.2017 01:07:20 ;9,836666667;6,94;91,76666667;309,6666667;0,437710121
22.02.2017 01:12:26 ;9,923333333;6,94;91,83333333;309,3333333;0,367782721
22.02.2017 01:17:30 ;10,00666667;6,943333333;91,66666667;311;0,359816308
22.02.2017 01:22:37 ;10,09333333;6,943333333;91,66666667;309,6666667;0,366454985
22.02.2017 01:27:39 ;10,17666667;6,943333333;91,7;308;0,369110456
22.02.2017 01:32:47 ;10,26333333;6,943333333;91,63333333;309,6666667;0,454528103
22.02.2017 01:37:51 ;10,34666667;6,943333333;91,66666667;309,3333333;0,367782721
22.02.2017 01:42:56 ;10,43333333;6,943333333;91,56666667;309,6666667;0,490819539
22.02.2017 01:48:00 ;10,51333333;6,943333333;91,53333333;309;0,412040569
22.02.2017 01:53:07 ;10,60333333;6,943333333;91,4;308,6666667;0,371323348
22.02.2017 01:58:10 ;10,68333333;6,943333333;91,16666667;309;0,361144043
22.02.2017 02:03:17 ;10,77333333;6,94;91,23333333;309;0,412925726
22.02.2017 02:08:20 ;10,85333333;6,94;91,26666667;309,3333333;0,370438191
22.02.2017 02:13:26 ;10,94;6,94;91,03333333;309,3333333;0,377076869
22.02.2017 02:18:30 ;11,02333333;6,94;91,13333333;310;0,370438191
22.02.2017 02:23:37 ;11,11;6,943333333;91,06666667;309,3333333;0,325737765
22.02.2017 02:28:40 ;11,19333333;6,943333333;90,9;309,3333333;0,322639715
22.02.2017 02:33:47 ;11,28;6,94;90,83333333;309,3333333;0,286348279
22.02.2017 02:38:50 ;11,36333333;6,943333333;90,66666667;310;0,36512725
22.02.2017 02:43:56 ;11,44666667;6,94;90,56666667;309,6666667;0,449217162
22.02.2017 02:48:59 ;11,53333333;6,943333333;90,66666667;309;0,371765927
22.02.2017 02:54:07 ;11,61666667;6,943333333;90,63333333;309,6666667;0,371765927
22.02.2017 02:59:11 ;11,70333333;6,943333333;90,76666667;309;0,371765927
22.02.2017 03:04:17 ;11,78666667;6,943333333;90,56666667;309,3333333;0,355833101
22.02.2017 03:09:20 ;11,87333333;6,943333333;90,4;308,6666667;0,357160837
22.02.2017 03:14:26 ;11,95666667;6,943333333;90,16666667;309;0,284135387
22.02.2017 03:19:29 ;12,04333333;6,943333333;90,13333333;308,3333333;0,357160837
22.02.2017 03:24:37 ;12,12666667;6,943333333;90,13333333;308,3333333;0,247401373
22.02.2017 03:29:39 ;12,21333333;6,943333333;90,2;308;0,363799514
22.02.2017 03:34:47 ;12,29333333;6,943333333;89,96666667;308,6666667;0,366454985
22.02.2017 03:39:51 ;12,38333333;6,943333333;90,03333333;309,3333333;0,319541666
22.02.2017 03:44:57 ;12,46333333;6,943333333;89,96666667;309;0,328835814
22.02.2017 03:49:59 ;12,55;6,94;89,66666667;309,6666667;0,282807652
22.02.2017 03:55:07 ;12,63333333;6,943333333;89,8;309,3333333;0,280594759
22.02.2017 04:00:10 ;12,72;6,943333333;89,46666667;310;0,331048706
22.02.2017 04:05:17 ;12,80333333;6,94;89,33333333;309,3333333;0,323524872
22.02.2017 04:10:21 ;12,88666667;6,94;89,1;308,6666667;0,294314692
22.02.2017 04:15:27 ;12,97333333;6,94;89,1;309,3333333;0,244303323
22.02.2017 04:20:29 ;13,05666667;6,94;89,1;309,6666667;0,242090431
22.02.2017 04:25:37 ;13,14333333;6,94;89,03333333;308,6666667;0,248729108
22.02.2017 04:30:40 ;13,22666667;6,936666667;88,9;309,6666667;0,285463122
22.02.2017 04:35:47 ;13,31333333;6,936666667;88,6;308,6666667;0,237222068
22.02.2017 04:40:50 ;13,39666667;6,94;88,46666667;309;0,243418166
22.02.2017 04:45:57 ;13,48333333;6,94;88,4;310;0,164639196
22.02.2017 04:51:00 ;13,56333333;6,94;88,4;309,3333333;0,242533009
22.02.2017 04:56:08 ;13,65333333;6,94;88,3;308,3333333;0,240762696
22.02.2017 05:01:10 ;13,73333333;6,936666667;88,2;309;0,203586103
22.02.2017 05:06:18 ;13,82333333;6,933333333;87,83333333;308,6666667;0,241647852
22.02.2017 05:11:21 ;13,90333333;6,936666667;87,5;309,6666667;0,323967451
22.02.2017 05:16:28 ;13,99333333;6,94;87,53333333;309,6666667;0,203586103
22.02.2017 05:21:30 ;14,07333333;6,94;87,43333333;309,6666667;0,288118593
22.02.2017 05:26:37 ;14,16;6,94;87,5;310;0,280152181
22.02.2017 05:31:41 ;14,24333333;6,94;87,46666667;308,6666667;0,326622921
22.02.2017 05:36:48 ;14,33;6,94;87,36666667;309;0,245631059
22.02.2017 05:41:51 ;14,41333333;6,94;87,13333333;308,6666667;0,361144043
22.02.2017 05:46:58 ;14,49666667;6,94;87;309,3333333;0,250942001
22.02.2017 05:52:01 ;14,58333333;6,94;86,73333333;309;0,373093662
22.02.2017 05:57:08 ;14,66666667;6,936666667;86,5;309,3333333;0,319541666
22.02.2017 06:02:10 ;14,75333333;6,94;86,3;309;0,321754558
22.02.2017 06:07:17 ;14,83666667;6,936666667;86,13333333;309;0,362471779
22.02.2017 06:12:21 ;14,92333333;6,936666667;85,83333333;309,3333333;0,424432767
22.02.2017 06:17:28 ;15,00666667;6,936666667;85,66666667;308,6666667;0,361144043
22.02.2017 06:22:31 ;15,09333333;6,936666667;85,5;309;0,370438191
22.02.2017 06:27:38 ;15,17666667;6,936666667;85,53333333;309,3333333;0,366454985
22.02.2017 06:32:41 ;15,26333333;6,936666667;84,93333333;308,3333333;0,359816308
22.02.2017 06:37:48 ;15,34333333;6,94;84,93333333;309,3333333;0,278824445
22.02.2017 06:42:51 ;15,43333333;6,936666667;84,56666667;308;0,367782721
22.02.2017 06:47:58 ;15,51333333;6,936666667;84,4;309;0,375749133
22.02.2017 06:53:02 ;15,6;6,94;84,23333333;309;0,366454985
22.02.2017 06:58:08 ;15,68333333;6,936666667;84,06666667;308,6666667;0,406287049
22.02.2017 07:03:12 ;15,77;6,94;83,73333333;309,3333333;0,357160837
22.02.2017 07:08:17 ;15,85333333;6,94;83,46666667;309;0,369110456
22.02.2017 07:13:21 ;15,93666667;6,94;83,13333333;308,6666667;0,366454985
22.02.2017 07:18:28 ;16,02333333;6,936666667;82,9;308,3333333;0,479755077
22.02.2017 07:23:31 ;16,10666667;6,94;82,56666667;309;0,520029719
22.02.2017 07:28:37 ;16,19333333;6,943333333;82,26666667;308;0,44080817
22.02.2017 07:33:40 ;16,27666667;6,94;81,96666667;308;0,479755077
22.02.2017 07:38:48 ;16,36333333;6,94;81,63333333;308,6666667;0,502769158
22.02.2017 07:43:52 ;16,44666667;6,936666667;81,26666667;308;0,597480954
22.02.2017 07:48:58 ;16,53333333;6,94;80,96666667;308;0,662539991
22.02.2017 07:54:01 ;16,61333333;6,94;80,5;308,6666667;0,649705215
22.02.2017 07:59:07 ;16,70333333;6,943333333;80,66666667;309;0,597480954
22.02.2017 08:04:10 ;16,78333333;6,94;80,13333333;308,3333333;0,653245843
22.02.2017 08:09:18 ;16,87333333;6,943333333;80,16666667;308,3333333;0,670948982
22.02.2017 08:14:21 ;16,95333333;6,94;80,23333333;309;
22.02.2017 08:19:37 ;17,04333333;6,94;79,66666667;308;0,947560535
22.02.2017 08:24:45 ;17,12666667;6,943333333;79,23333333;308,6666667;0,923218718
22.02.2017 08:29:57 ;17,21333333;6,933333333;79;309,3333333;1,09803722
22.02.2017 08:35:10 ;17,30333333;6,94;78,6;308,6666667;1,083874708
22.02.2017 08:40:23 ;17,39;6,936666667;78,83333333;308,3333333;1,131673185
22.02.2017 08:45:38 ;17,47666667;6,94;79,13333333;307,3333333;1,177258768
22.02.2017 08:50:46 ;17,56333333;6,943333333;79,23333333;308,3333333;1,314458099
22.02.2017 08:56:01 ;17,65;6,943333333;78,93333333;309,3333333;1,245415855
22.02.2017 09:01:16 ;17,73666667;6,943333333;78,6;308,3333333;1,208239262
22.02.2017 09:06:25 ;17,82333333;6,943333333;78,13333333;307,6666667;1,308704578
22.02.2017 09:11:37 ;17,91;6,943333333;77,33333333;307;1,360486261
22.02.2017 09:16:53 ;17,99666667;6,946666667;76,7;308;1,268429936
22.02.2017 09:22:02 ;18,08333333;6,946666667;76,3;307,6666667;1,199387693
22.02.2017 09:27:14 ;18,17;6,946666667;75,76666667;307,6666667;1,208239262
22.02.2017 09:32:29 ;18,25666667;6,95;75,33333333;307,6666667;1,224614666
22.02.2017 09:37:42 ;18,34333333;6,95;74,9;308;1,256922896
22.02.2017 09:42:51 ;18,43333333;6,95;74,4;308,3333333;1,115297781
22.02.2017 09:48:03 ;18,51666667;6,95;74,06666667;308,6666667;1,199387693
22.02.2017 09:53:19 ;18,60333333;6,953333333;73,56666667;308,3333333;1,207354105
22.02.2017 09:58:27 ;18,69333333;6,953333333;73,13333333;308,3333333;1,280379555
22.02.2017 10:03:42 ;18,77666667;6,953333333;72,9;308,3333333;1,364026889
22.02.2017 10:08:54 ;18,86333333;6,956666667;72,73333333;308,3333333;1,374636682
22.02.2017 10:14:10 ;18,95333333;6,956666667;72,36666667;307;1,362235132
22.02.2017 10:19:24 ;19,04;6,956666667;71,96666667;308;1,431702737
22.02.2017 10:24:33 ;19,12333333;6,956666667;71,53333333;308;1,412215903
22.02.2017 10:29:45 ;19,21333333;6,956666667;70,83333333;308;1,333875018
22.02.2017 10:35:00 ;19,3;6,963333333;70,13333333;307,3333333;1,477691423
22.02.2017 10:40:11 ;19,38333333;6,963333333;69,53333333;308,3333333;1,340926938
22.02.2017 10:45:23 ;19,47333333;6,963333333;68,76666667;308,3333333;1,294903142
22.02.2017 10:50:38 ;19,56333333;6,963333333;68,26666667;308,3333333;1,315242818
22.02.2017 10:55:47 ;19,64333333;6,966666667;67,63333333;308;1,343564658
22.02.2017 11:01:00 ;19,73333333;6,966666667;67,03333333;308;1,378505846
22.02.2017 11:06:11 ;19,82;6,966666667;66,6;307,6666667;1,248403833
22.02.2017 11:11:26 ;19,90666667;6,97;66,13333333;308;1,311650867
22.02.2017 11:16:38 ;19,99333333;6,966666667;65,6;308,3333333;1,228898423
22.02.2017 11:21:49 ;20,08;6,963333333;64,96666667;308;1,296596663
22.02.2017 11:27:01 ;20,16666667;6,96;64,4;308;1,320484947
22.02.2017 11:32:14 ;20,25333333;6,96;63,63333333;307,3333333;1,301435197
22.02.2017 11:37:29 ;20,34333333;6,963333333;63,56666667;308,6666667;1,346993495
22.02.2017 11:42:38 ;20,42666667;6,966666667;62,83333333;307,6666667;1,469550072
22.02.2017 11:47:52 ;20,51333333;6,966666667;63,03333333;307,3333333;1,410714181
22.02.2017 11:53:06 ;20,60333333;6,966666667;61,93333333;308,6666667;1,509369009
22.02.2017 11:58:14 ;20,68666667;6,966666667;61,1;308,6666667;1,431030045
22.02.2017 12:03:25 ;20,77333333;6,97;60,06666667;308,3333333;1,527474443
22.02.2017 12:08:44 ;20,86333333;6,97;59,8;309,3333333;1,624382105
22.02.2017 12:13:56 ;20,94666667;6,97;59,23333333;308,3333333;1,544741815
22.02.2017 12:19:04 ;21,03333333;6,97;58,53333333;308;1,577046153
22.02.2017 12:24:16 ;21,12333333;6,973333333;57,66666667;308,3333333;1,571282903
22.02.2017 12:29:33 ;21,20666667;6,97;56,9;309;1,647838764
22.02.2017 12:34:41 ;21,29333333;6,976666667;56,1;307,3333333;1,781924234
22.02.2017 12:39:55 ;21,38333333;6,976666667;55,63333333;307,3333333;1,737234753
22.02.2017 12:45:03 ;21,46666667;6,976666667;55,13333333;307,6666667;1,712011428
22.02.2017 12:50:15 ;21,55333333;6,983333333;54,23333333;308;1,880150144
22.02.2017 12:55:30 ;21,64333333;6,983333333;53,5;309;1,869071088
22.02.2017 13:00:39 ;21,72666667;6,983333333;52,53333333;308;1,817331243
22.02.2017 13:05:51 ;21,81333333;6,986666667;52,46666667;312;1,756247628
22.02.2017 13:11:09 ;21,90333333;6,99;51,56666667;314;1,850516845
22.02.2017 13:16:19 ;21,98666667;6,99;51,33333333;315,6666667;1,928792427
22.02.2017 13:21:31 ;22,07333333;6,993333333;51,13333333;326,3333333;1,939883645
22.02.2017 13:26:41 ;22,16333333;6,993333333;50,53333333;327;1,950031816
22.02.2017 13:31:57 ;22,24666667;6,996666667;50,43333333;327,3333333;2,0306081
22.02.2017 13:37:09 ;22,33333333;7;50;337;1,971271204
22.02.2017 13:42:19 ;22,42333333;7;49,86666667;336,6666667;2,037634869
22.02.2017 13:47:31 ;22,50666667;7;49,36666667;342,6666667;2,062898815
22.02.2017 13:52:46 ;22,59333333;7,006666667;49,96666667;346,3333333;2,110245227
22.02.2017 13:58:01 ;22,68333333;7,01;49,66666667;358,6666667;2,122168576
22.02.2017 14:03:09 ;22,76666667;7,013333333;49,9;359,6666667;2,184557548
22.02.2017 14:08:21 ;22,85333333;7,016666667;49,96666667;364,6666667;2,296470262
22.02.2017 14:13:35 ;22,94333333;7,02;49,76666667;377,3333333;2,386671993
22.02.2017 14:18:47 ;23,03;7,02;49,76666667;379;2,358754823
22.02.2017 14:24:00 ;23,11333333;7,023333333;49,63333333;387,3333333;2,475961935
22.02.2017 14:29:18 ;23,20333333;7,03;50,1;384;2,574534317
22.02.2017 14:34:30 ;23,29333333;7,03;49,83333333;404,3333333;2,578895657
22.02.2017 14:39:38 ;23,37666667;7,033333333;49,7;412,3333333;2,604972218
22.02.2017 14:44:50 ;23,46333333;7,036666667;49,86666667;410,6666667;2,642079606
22.02.2017 14:50:04 ;23,55333333;7,04;49,83333333;414,6666667;2,586261345
22.02.2017 14:55:16 ;23,63666667;7,023333333;49,93333333;427,6666667;2,681272516
22.02.2017 15:00:31 ;23,72333333;7,023333333;50;431;2,817499011
22.02.2017 15:05:40 ;23,81333333;7,01;49,8;431,3333333;2,853673684
22.02.2017 15:10:53 ;23,89666667;7,006666667;49,5;439,3333333;2,988994939
22.02.2017 15:16:08 ;23,98333333;7,003333333;49,73333333;442;3,05440952
22.02.2017 15:21:16 ;24,07333333;7,003333333;50;443,3333333;2,936680777
22.02.2017 15:26:29 ;24,15666667;7;50,16666667;433,3333333;2,905208299
22.02.2017 15:31:43 ;24,24333333;7,006666667;49,8;442,3333333;2,930767782
22.02.2017 15:36:55 ;24,33333333;7,003333333;49,63333333;450,6666667;3,033306564
22.02.2017 15:42:06 ;24,41666667;7,003333333;50,13333333;454,6666667;3,160186581
22.02.2017 15:47:21 ;24,50333333;7;49,7;465;3,028724911
22.02.2017 15:52:33 ;24,59333333;7,003333333;49,8;470,6666667;3,091063393
22.02.2017 15:57:43 ;24,67666667;7,003333333;49,8;484;3,128065493
22.02.2017 16:02:54 ;24,76333333;7,003333333;49,86666667;481,3333333;3,412600599
22.02.2017 16:08:10 ;24,85333333;7,003333333;49,96666667;482,3333333;3,306520554
22.02.2017 16:13:22 ;24,93666667;7;49,7;491,3333333;3,303760838
22.02.2017 16:18:37 ;25,02666667;7,003333333;50,16666667;499;3,595757566
22.02.2017 16:23:46 ;25,11333333;7,003333333;50,03333333;512;3,515920147
22.02.2017 16:28:59 ;25,2;7;49,73333333;504,3333333;3,741895105
22.02.2017 16:34:13 ;25,28666667;7,003333333;49,76666667;506,6666667;3,764704099
22.02.2017 16:39:21 ;25,37333333;7,003333333;49,83333333;514;3,828683543
22.02.2017 16:44:32 ;25,45666667;7,003333333;50,1;510,6666667;4,036415135
22.02.2017 16:49:50 ;25,54666667;7,003333333;50,03333333;509,6666667;3,92318104
22.02.2017 16:54:59 ;25,63333333;7,003333333;49,86666667;515,6666667;4,009196766
22.02.2017 17:00:11 ;25,72;7,003333333;49,83333333;524;4,171841403
22.02.2017 17:05:22 ;25,80333333;7,003333333;50,16666667;526,6666667;
22.02.2017 17:10:37 ;25,89333333;7,003333333;50;529,6666667;4,265331761
22.02.2017 17:15:50 ;25,98;7,003333333;49,8;541;4,30893738
22.02.2017 17:21:00 ;26,06333333;7,003333333;49,83333333;546,3333333;4,176874229
22.02.2017 17:26:12 ;26,15333333;7,006666667;50,1;546;4,476046807
22.02.2017 17:31:25 ;26,24;7,003333333;49,96666667;545,6666667;4,466223418
22.02.2017 17:36:39 ;26,32666667;7,003333333;49,8;552,3333333;4,509260164
22.02.2017 17:41:50 ;26,41333333;7,003333333;49,8;559,6666667;4,56037812
22.02.2017 17:47:03 ;26,50333333;7,003333333;49,7;560;4,797479067
22.02.2017 17:52:18 ;26,58666667;7,006666667;49,8;564,3333333;4,715779556
22.02.2017 17:57:26 ;26,67333333;7,006666667;49,8;571,3333333;4,740527989
22.02.2017 18:02:39 ;26,76333333;7,003333333;50;573;4,992780386
22.02.2017 18:07:53 ;26,84666667;7,003333333;49,9;576;4,898940778
22.02.2017 18:13:05 ;26,93333333;7,006666667;49,5;589,6666667;5,101535672
22.02.2017 18:18:17 ;27,02333333;7,003333333;50;591;5,087822547
22.02.2017 18:23:29 ;27,10666667;7,003333333;49,83333333;595;5,201708435
22.02.2017 18:28:44 ;27,19333333;7;50;595,3333333;5,263901106
22.02.2017 18:33:54 ;27,28333333;7,003333333;49,56666667;603,6666667;5,275167665
22.02.2017 18:39:05 ;27,36666667;7,003333333;49,86666667;611;5,322830325
22.02.2017 18:44:18 ;27,45333333;7,003333333;49,9;616,3333333;5,653326215
22.02.2017 18:49:32 ;27,54333333;7,003333333;49,73333333;616,3333333;5,655614956
22.02.2017 18:54:46 ;27,62666667;7,006666667;49,73333333;622,6666667;5,689671014
22.02.2017 18:59:55 ;27,71333333;7,006666667;50,16666667;621,3333333;5,393270983
22.02.2017 19:05:08 ;27,80333333;7,003333333;49,8;624,3333333;5,553283886
22.02.2017 19:10:23 ;27,89;7,003333333;49,9;623;5,928046776
22.02.2017 19:15:32 ;27,97333333;7,003333333;49,43333333;635,6666667;5,752942505
22.02.2017 19:20:43 ;28,06333333;7,003333333;49,93333333;640;5,752149562
22.02.2017 19:26:00 ;28,15;7,003333333;50,13333333;636,3333333;5,812370116
22.02.2017 19:31:09 ;28,23333333;7;50,06666667;640,3333333;5,69495713
