Met ID,New chebi annotation,Current chebi annotation,Old chebi in new (including secondary chebis)
codscl5b_c,"['CHEBI:52489', 'CHEBI:60063']",['CHEBI:52489'],True
coelichelin_c,"['CHEBI:80049', 'CHEBI:84724']",[None],False
coelichelin_e,"['CHEBI:80049', 'CHEBI:84724']",[None],False
cofac3_c,"['CHEBI:73299', 'CHEBI:73373']",[None],False
cooodacp_c,['CHEBI:31060'],['CHEBI:31060'],True
copre2_c,"['CHEBI:52491', 'CHEBI:60053', 'CHEBI:3790', 'CHEBI:60049']",['CHEBI:52491'],True
copre3_c,"['CHEBI:3791', 'CHEBI:60060']",['CHEBI:3791'],True
copre4_c,"['CHEBI:60061', 'CHEBI:3792']",['CHEBI:3792'],True
copre6_c,[],['CHEBI:3794'],False
copre8_c,"['CHEBI:3795', 'CHEBI:70792']",['CHEBI:70792'],True
coucoa_c,"['CHEBI:85531', 'CHEBI:15499', 'CHEBI:85008', 'CHEBI:57355']",[None],False
coxsperm_c,"['CHEBI:67204', 'CHEBI:65070']",[None],False
cpmp_c,"['CHEBI:52994', 'CHEBI:58907', 'CHEBI:59648']",['CHEBI:60210'],False
cpppg1_c,"['CHEBI:28607', 'CHEBI:62631']",['CHEBI:23385'],True
cpppg3_c,"['CHEBI:15439', 'CHEBI:57309']",['CHEBI:14020'],True
cptrc_c,"['CHEBI:17902', 'CHEBI:58318']",['CHEBI:12497'],True
creat_c,"['CHEBI:66924', 'CHEBI:16919', 'CHEBI:57947', 'CHEBI:16737']",[None],False
crn_c,"['CHEBI:16347', 'CHEBI:39547']",[None],False
crtn_c,['CHEBI:16737'],[None],False
csn_c,['CHEBI:16040'],['CHEBI:14066'],True
csn_e,['CHEBI:16040'],['CHEBI:14066'],True
cspmd_c,"['CHEBI:65072', 'CHEBI:66868']",[None],False
ctp_c,"['CHEBI:37563', 'CHEBI:17677', 'CHEBI:58231']",['CHEBI:13286'],True
cu2_c,"['CHEBI:52630', 'CHEBI:28694', 'CHEBI:30052', 'CHEBI:29036']",['CHEBI:20882'],True
cu2_e,"['CHEBI:52630', 'CHEBI:28694', 'CHEBI:30052', 'CHEBI:29036']",['CHEBI:20882'],True
cu_c,"['CHEBI:49552', 'CHEBI:52630', 'CHEBI:28694', 'CHEBI:30052']",['CHEBI:49550'],False
cu_e,"['CHEBI:49552', 'CHEBI:52630', 'CHEBI:28694', 'CHEBI:30052']",['CHEBI:49550'],False
cyan_c,"['CHEBI:17514', 'CHEBI:18407', 'CHEBI:36856']","['CHEBI:13362', 'CHEBI:8407']",False
cyccarcoa_c,"['CHEBI:76270', 'CHEBI:28005']",[None],False
cychex1coa_c,"['CHEBI:28557', 'CHEBI:76271']",[None],False
cychex_c,['CHEBI:17854'],[None],False
cychxaol_c,['CHEBI:18099'],[None],False
cys__L_c,"['CHEBI:32442', 'CHEBI:15356', 'CHEBI:32445', 'CHEBI:32457', 'CHEBI:32458', 'CHEBI:35237', 'CHEBI:35235', 'CHEBI:17561', 'CHEBI:32443', 'CHEBI:32456']",['CHEBI:13095'],True
cys__L_e,"['CHEBI:32442', 'CHEBI:15356', 'CHEBI:32445', 'CHEBI:32457', 'CHEBI:32458', 'CHEBI:35237', 'CHEBI:35235', 'CHEBI:17561', 'CHEBI:32443', 'CHEBI:32456']",['CHEBI:13095'],True
cyst__L_c,"['CHEBI:58161', 'CHEBI:17482']",['CHEBI:13093'],True
cystrna_c,"['CHEBI:29152', 'CHEBI:74764']",['CHEBI:13096'],True
cytd_c,['CHEBI:17562'],['CHEBI:14063'],True
cytd_e,['CHEBI:17562'],['CHEBI:14063'],True
d11oxpen_c,"['CHEBI:70780', 'CHEBI:70797']",[None],False
d5kg_c,"['CHEBI:27972', 'CHEBI:16669']",['CHEBI:1074'],True
d5kgp_c,"['CHEBI:57949', 'CHEBI:16925']",['CHEBI:1075'],True
dacepspo_c,"['CHEBI:58366', 'CHEBI:18065']",[None],False
dad_2_c,['CHEBI:17256'],['CHEBI:14112'],True
dad_2_e,['CHEBI:17256'],['CHEBI:14112'],True
dad_5_c,['CHEBI:17319'],['CHEBI:12061'],True
dadp_c,"['CHEBI:57667', 'CHEBI:16174']",['CHEBI:10489'],True
damp_c,"['CHEBI:17713', 'CHEBI:58245']",['CHEBI:10490'],True
damp_e,"['CHEBI:17713', 'CHEBI:58245']",['CHEBI:10490'],True
dann_c,"['CHEBI:2247', 'CHEBI:17830', 'CHEBI:58500']",['CHEBI:12242'],True
datp_c,"['CHEBI:16284', 'CHEBI:495505', 'CHEBI:61404']",['CHEBI:10491'],True
db4p_c,['CHEBI:50606'],['CHEBI:50606'],True
dc2coa_c,"['CHEBI:61406', 'CHEBI:10723']",['CHEBI:10723'],True
dcaACP_c,['CHEBI:4349'],['CHEBI:4349'],True
dcaACPredQ_c,['CHEBI:4349'],['CHEBI:4349'],True
dca_c,"['CHEBI:30813', 'CHEBI:27689']",['CHEBI:125804'],True
dcacoa_c,"['CHEBI:61430', 'CHEBI:28493']",['CHEBI:23575'],True
dcamp_c,"['CHEBI:15919', 'CHEBI:57567']",['CHEBI:12656'],True
dcdp_c,"['CHEBI:58593', 'CHEBI:28846']",['CHEBI:10492'],True
dcmp_c,"['CHEBI:15918', 'CHEBI:57566']",['CHEBI:10493'],True
dcmp_e,"['CHEBI:15918', 'CHEBI:57566']",['CHEBI:10493'],True
dctp_c,"['CHEBI:61481', 'CHEBI:57724', 'CHEBI:16311']",['CHEBI:10494'],True
dcyt_c,['CHEBI:15698'],['CHEBI:15698'],True
dcyt_e,['CHEBI:15698'],['CHEBI:15698'],True
dd2coa_c,"['CHEBI:57330', 'CHEBI:15471']",['CHEBI:11489'],True
ddcaACP_c,[],[None],False
ddcaACPredL_c,[],[None],False
ddcaACPredQ_c,[],[None],False
ddca_c,"['CHEBI:30805', 'CHEBI:18262']",['CHEBI:14187'],True
ddcacoa_c,"['CHEBI:15521', 'CHEBI:57375']",['CHEBI:14188'],True
ddcap_c,[],[None],False
dddeccoa_c,['CHEBI:29119'],[None],False
ddhkACPact_c,['CHEBI:31131'],['CHEBI:31131'],True
ddhrb_c,"['CHEBI:59904', 'CHEBI:43034']",['CHEBI:37430'],True
decda_tb_c,"['CHEBI:65066', 'CHEBI:65096']",[None],False
decint1_c,['CHEBI:81683'],['CHEBI:81683'],True
dgal6p_c,"['CHEBI:4141', 'CHEBI:91004', 'CHEBI:12937']",['CHEBI:91004'],True
dgdp_c,"['CHEBI:58595', 'CHEBI:28862']",['CHEBI:10495'],True
dgmp_c,"['CHEBI:57673', 'CHEBI:16192', 'CHEBI:45049']",['CHEBI:10496'],True
dgmp_e,"['CHEBI:57673', 'CHEBI:16192', 'CHEBI:45049']",['CHEBI:10496'],True
dgsn_c,['CHEBI:17172'],['CHEBI:14116'],True
dgsn_e,['CHEBI:17172'],['CHEBI:14116'],True
dgtp_c,"['CHEBI:57794', 'CHEBI:16497', 'CHEBI:61429']",['CHEBI:10497'],True
dh6na_c,"['CHEBI:64284', 'CHEBI:64254']",[None],False
dh7oxcho_c,"['CHEBI:11893', 'CHEBI:16390']",[None],False
dha_c,['CHEBI:16016'],['CHEBI:14340'],True
dha_e,['CHEBI:16016'],['CHEBI:14340'],True
dhap_c,"['CHEBI:16108', 'CHEBI:57642']",['CHEBI:14341'],True
dhcinnm_c,"['CHEBI:48681', 'CHEBI:32356', 'CHEBI:58642']",[None],False
dhdascb_c,"['CHEBI:58070', 'CHEBI:58539', 'CHEBI:27956', 'CHEBI:17242']",[None],False
dhdcarn_c,"['CHEBI:57885', 'CHEBI:16758']",[None],False
dhf_c,"['CHEBI:15633', 'CHEBI:57451']",['CHEBI:12245'],True
dhgly_c,"['CHEBI:53664', 'CHEBI:77846', 'CHEBI:53647']",['CHEBI:53647'],True
dhiconf_c,"['CHEBI:132245', 'CHEBI:131932']",[None],False
dhiconfa_c,[],[None],False
dhkACPact_c,['CHEBI:31491'],['CHEBI:31491'],True
dhkdhqn_c,['CHEBI:81706'],['CHEBI:81706'],True
dhlam_c,"['CHEBI:43711', 'CHEBI:17694']",['CHEBI:14153'],True
dhlpro_c,['CHEBI:16194'],['CHEBI:14155'],True
dhmpt_c,['CHEBI:71175'],['CHEBI:71175'],True
dhna_c,"['CHEBI:18094', 'CHEBI:11173']",['CHEBI:11173'],True
dhnpt_c,['CHEBI:17001'],['CHEBI:1001'],True
dhor__S_c,"['CHEBI:30864', 'CHEBI:17025']",['CHEBI:11063'],True
dhpmp_c,"['CHEBI:48954', 'CHEBI:58762']",['CHEBI:23756'],True
dhpppn_c,"['CHEBI:18136', 'CHEBI:46951']",[None],False
dhpt_c,[],['CHEBI:14160'],False
dhxfut_c,"['CHEBI:51312', 'CHEBI:58864']",['CHEBI:51312'],True
dim1oct_c,['CHEBI:61680'],[None],False
dimp_c,"['CHEBI:28806', 'CHEBI:61194']",['CHEBI:19250'],True
dimp_e,"['CHEBI:28806', 'CHEBI:61194']",['CHEBI:19250'],True
din_c,['CHEBI:28997'],['CHEBI:19248'],True
din_e,['CHEBI:28997'],['CHEBI:19248'],True
ditp_c,"['CHEBI:61382', 'CHEBI:28807']",['CHEBI:10499'],True
dmbzid_c,"['CHEBI:15890', 'CHEBI:23809']",['CHEBI:14172'],True
dmlz_c,"['CHEBI:58201', 'CHEBI:17601']",['CHEBI:12185'],True
dmpp_c,"['CHEBI:16057', 'CHEBI:57623']",['CHEBI:12280'],True
dmppat_c,['CHEBI:17735'],[None],False
dmthiopp_c,[],[None],False
dna5mtc_c,['CHEBI:17493'],['CHEBI:13306'],True
dnac_c,['CHEBI:17873'],['CHEBI:13311'],True
dnad_c,"['CHEBI:14105', 'CHEBI:58437', 'CHEBI:18304']",['CHEBI:14103'],True
dnpaACPact_c,"['CHEBI:49887', 'CHEBI:31034']",[None],False
dolichol_c,"['CHEBI:16214', 'CHEBI:57683', 'CHEBI:16091']",[None],False
dolmanp_c,"['CHEBI:57523', 'CHEBI:15809']",[None],False
donor_c,['CHEBI:17499'],['17499'],False
dopa__L_c,"['CHEBI:15765', 'CHEBI:67012', 'CHEBI:57504']",[None],False
dpcoa_c,"['CHEBI:15468', 'CHEBI:57328']",['CHEBI:11793'],True
dpntp_c,['CHEBI:929'],['CHEBI:929'],True
dpperypfur_c,"['CHEBI:65100', 'CHEBI:65067']",[None],False
drib_c,['CHEBI:28816'],['CHEBI:1084'],False
drib_e,['CHEBI:28816'],['CHEBI:1084'],False
dscl_c,"['CHEBI:58827', 'CHEBI:50602']",['CHEBI:14870'],True
dtbt_c,"['CHEBI:16691', 'CHEBI:57861']",['CHEBI:14132'],True
dtdp26ddgh2e2u_c,"['CHEBI:84540', 'CHEBI:85369']",[None],False
dtdp34dh26doglc_c,"['CHEBI:84540', 'CHEBI:85369']",[None],False
dtdp4d6dg_c,"['CHEBI:16128', 'CHEBI:57649']",['CHEBI:10510'],True
dtdp4d6dm_c,"['CHEBI:45868', 'CHEBI:15744', 'CHEBI:62830', 'CHEBI:57494']",['CHEBI:10511'],True
dtdp4dh26dall_c,['CHEBI:29722'],[None],False
dtdp4dh3m26ddglc_c,[],[None],False
dtdp4h26dthp_c,"['CHEBI:84537', 'CHEBI:85368']",[None],False
dtdp_c,"['CHEBI:18075', 'CHEBI:58369']",['CHEBI:10500'],True
dtdpaoliv_c,['CHEBI:29729'],[None],False
dtdpgal_c,['CHEBI:15848'],['CHEBI:23555'],True
dtdpglu_c,"['CHEBI:57477', 'CHEBI:15700']",['CHEBI:10526'],True
dtdprmn_c,['CHEBI:35452'],['CHEBI:10518'],False
dtmp_c,"['CHEBI:17013', 'CHEBI:46960', 'CHEBI:63528']",['CHEBI:10529'],True
dtmp_e,"['CHEBI:17013', 'CHEBI:46960', 'CHEBI:63528']",['CHEBI:10529'],True
dttoao_c,['CHEBI:28003'],['CHEBI:926'],True
dttp_c,"['CHEBI:58370', 'CHEBI:37568', 'CHEBI:18077']",['CHEBI:10530'],True
dudp_c,"['CHEBI:28850', 'CHEBI:60471']",['CHEBI:10531'],True
dump_c,"['CHEBI:17622', 'CHEBI:246422']",['CHEBI:10532'],True
dump_e,"['CHEBI:17622', 'CHEBI:246422']",['CHEBI:10532'],True
duri_c,['CHEBI:16450'],['CHEBI:11398'],True
duri_e,['CHEBI:16450'],['CHEBI:11398'],True
dutp_c,"['CHEBI:58212', 'CHEBI:17625', 'CHEBI:61555']",['CHEBI:10533'],True
dvchlda_c,"['CHEBI:58688', 'CHEBI:83349', 'CHEBI:38259']",[None],False
dvpchlda_c,"['CHEBI:77667', 'CHEBI:30619', 'CHEBI:58632']",[None],False
dxyl5p_c,"['CHEBI:16493', 'CHEBI:57792']",['CHEBI:11254'],True
dxyl_c,['CHEBI:28354'],['CHEBI:19038'],True
e4hglu_c,"['CHEBI:21285', 'CHEBI:6331']",['CHEBI:21285'],True
e4p_c,"['CHEBI:48153', 'CHEBI:16897']",['CHEBI:12921'],True
ecaplac_c,['CHEBI:17915'],[None],False
ecinncoa_c,"['CHEBI:10956', 'CHEBI:57252', 'CHEBI:57324', 'CHEBI:15463']",[None],False
ectoine_c,"['CHEBI:58515', 'CHEBI:27592', 'CHEBI:63475']",[None],False
egmeACP_c,[],[None],False
eig3p_c,"['CHEBI:58278', 'CHEBI:17805']",['CHEBI:12888'],True
emcoa__R_c,"['CHEBI:85803', 'CHEBI:85316']",[None],False
emcoa__S_c,"['CHEBI:60907', 'CHEBI:60909']",[None],False
enter_c,"['CHEBI:38150', 'CHEBI:77805', 'CHEBI:28855']",[None],False
enter_e,"['CHEBI:38150', 'CHEBI:77805', 'CHEBI:28855']",[None],False
episz_c,['CHEBI:51458'],['CHEBI:1458'],False
epm_c,['CHEBI:4808'],['CHEBI:4808'],True
epm_e,['CHEBI:4808'],[None],False
epmeACP_c,[],[None],False
etf_ox_c,[],[None],False
etha_c,"['CHEBI:57603', 'CHEBI:16000']",['CHEBI:14223'],True
etha_e,"['CHEBI:57603', 'CHEBI:16000']",['CHEBI:14223'],True
etoh_c,"['CHEBI:52092', 'CHEBI:16236']",['CHEBI:14222'],True
etoh_e,"['CHEBI:52092', 'CHEBI:16236']",['CHEBI:14222'],True
f1p_c,"['CHEBI:58674', 'CHEBI:37515']",['CHEBI:78737'],False
f420_0_c,"['CHEBI:59532', 'CHEBI:59907', 'CHEBI:59531']",['CHEBI:59531'],True
f420_1_c,"['CHEBI:59536', 'CHEBI:59543', 'CHEBI:59920']",['CHEBI:59536'],True
f420_c,"['CHEBI:59541', 'CHEBI:16848', 'CHEBI:57922']",[None],False
f420ox_c,[],[None],False
f420red_c,"['CHEBI:15823', 'CHEBI:57530']",[None],False
f6p_B_c,"['CHEBI:16084', 'CHEBI:57634']",['CHEBI:10375'],True
f6p_c,"['CHEBI:78697', 'CHEBI:88003']",['CHEBI:12926'],False
fad_c,"['CHEBI:57692', 'CHEBI:16238']",['CHEBI:13315'],True
fadh2_c,"['CHEBI:58307', 'CHEBI:17877']",['CHEBI:13316'],True
fald_c,['CHEBI:16842'],['CHEBI:14274'],True
fald_e,['CHEBI:16842'],['CHEBI:14274'],True
fc1p_c,"['CHEBI:16647', 'CHEBI:57846']",[None],False
fdp_B_c,"['CHEBI:40595', 'CHEBI:32968']",['CHEBI:10374'],False
fdp_c,"['CHEBI:37736', 'CHEBI:49299']",['CHEBI:37736'],True
fdxox_c,['CHEBI:17908'],['CHEBI:7836'],True
fdxrd_c,['CHEBI:17513'],['CHEBI:15024'],True
fe2_c,['CHEBI:29033'],['CHEBI:13319'],True
fe2_e,['CHEBI:29033'],['CHEBI:13319'],True
fe3_c,['CHEBI:29034'],['CHEBI:13320'],True
fe3_e,['CHEBI:29034'],['CHEBI:13320'],True
feroxB_c,['CHEBI:5044'],['CHEBI:5044'],True
feroxB_e,['CHEBI:5044'],['CHEBI:5044'],True
feroxBfe_c,[],['CHEBI:5044'],False
feroxBfe_e,[],['CHEBI:5044'],False
feroxE_c,['CHEBI:60261'],['CHEBI:5044'],False
feroxE_e,['CHEBI:60261'],['CHEBI:5044'],False
feroxEfe_c,[],['CHEBI:5044'],False
feroxEfe_e,[],['CHEBI:5044'],False
feroxG1_c,['CHEBI:50439'],[None],False
fgam_c,"['CHEBI:18272', 'CHEBI:42411', 'CHEBI:58426']",['CHEBI:12635'],True
ficytc_c,"['CHEBI:16951', 'CHEBI:15991', 'CHEBI:15719']",[None],False
flaviolin_c,"['CHEBI:42646', 'CHEBI:58696']",[None],False
fldox_c,[],[None],False
fldrd_c,[],[None],False
fmettrna_c,['CHEBI:17119'],['CHEBI:12510'],True
fmn_c,"['CHEBI:17621', 'CHEBI:58210']",['CHEBI:13317'],True
fmnh2_c,"['CHEBI:133886', 'CHEBI:57618', 'CHEBI:16048']",['CHEBI:13318'],True
focytc_c,"['CHEBI:15983', 'CHEBI:16928', 'CHEBI:15856']",[None],False
for_c,"['CHEBI:15740', 'CHEBI:30751']",['CHEBI:14276'],True
for_e,"['CHEBI:15740', 'CHEBI:30751']",['CHEBI:14276'],True
forcoa_c,"['CHEBI:15522', 'CHEBI:57376']",['CHEBI:14282'],True
forfurmpp_c,"['CHEBI:83407', 'CHEBI:84213']",[None],False
forglu_c,"['CHEBI:18327', 'CHEBI:7274', 'CHEBI:58928', 'CHEBI:21704']",['CHEBI:12502'],True
foriglut_c,[],[None],False
formhop_c,[],[None],False
formyct_c,['CHEBI:15735'],[None],False
fpntp_c,['CHEBI:27985'],['CHEBI:5144'],True
fpram_c,"['CHEBI:58478', 'CHEBI:18413']",['CHEBI:11474'],True
fprica_c,"['CHEBI:58467', 'CHEBI:18381']",['CHEBI:12125'],True
frdp_2_c,"['CHEBI:19515', 'CHEBI:162247']",[None],False
frdp_c,"['CHEBI:50277', 'CHEBI:175763', 'CHEBI:17407']",['CHEBI:10700'],True
frmd_c,"['CHEBI:48431', 'CHEBI:16397']",['CHEBI:14275'],True
fru_B_c,['CHEBI:28645'],[None],False
fru_c,"['CHEBI:37714', 'CHEBI:28757', 'CHEBI:48095']",['CHEBI:24104'],True
fru_e,"['CHEBI:37714', 'CHEBI:28757', 'CHEBI:48095']",['CHEBI:24104'],True
fruur_c,"['CHEBI:16849', 'CHEBI:4126', 'CHEBI:20937', 'CHEBI:59863']",[None],False
fum_c,"['CHEBI:37154', 'CHEBI:29806', 'CHEBI:18012']",['CHEBI:14284'],True
fum_e,"['CHEBI:37154', 'CHEBI:29806', 'CHEBI:18012']",['CHEBI:14284'],True
fumpyr_c,"['CHEBI:16854', 'CHEBI:47941', 'CHEBI:1506', 'CHEBI:47940']",[None],False
fut_c,"['CHEBI:51310', 'CHEBI:58863']",['CHEBI:51310'],True
g15lac_c,['CHEBI:16217'],[None],False
g1p_B_c,"['CHEBI:16218', 'CHEBI:57684']",[None],False
g1p_c,"['CHEBI:57629', 'CHEBI:16077']",['CHEBI:10246'],False
g3p_c,"['CHEBI:58027', 'CHEBI:59776', 'CHEBI:29052', 'CHEBI:17138']",['CHEBI:12983'],True
g3pc_c,['CHEBI:16870'],['CHEBI:10646'],True
g3pc_e,['CHEBI:16870'],['CHEBI:10646'],True
g3pe_c,"['CHEBI:16929', 'CHEBI:57952']",['CHEBI:10647'],True
g3pe_e,"['CHEBI:16929', 'CHEBI:57952']",['CHEBI:10647'],True
g3pg_c,"['CHEBI:5457', 'CHEBI:61933']",['CHEBI:5457'],True
g3pg_e,"['CHEBI:5457', 'CHEBI:61933']",['CHEBI:5457'],True
g3pi_c,"['CHEBI:18321', 'CHEBI:58444']",['CHEBI:10645'],True
g3pi_e,"['CHEBI:18321', 'CHEBI:58444']",['CHEBI:10645'],True
g3ps_c,"['CHEBI:64765', 'CHEBI:64945']",['CHEBI:64765'],True
g3ps_e,"['CHEBI:64765', 'CHEBI:64945']",['CHEBI:64765'],True
g6p_A_c,"['CHEBI:58225', 'CHEBI:17665']",['CHEBI:10245'],True
g6p_B_c,"['CHEBI:17719', 'CHEBI:58247']","['CHEBI:10399', 'CHEBI:8247']",False
g6p_c,"['CHEBI:4170', 'CHEBI:61548', 'CHEBI:14314']",['CHEBI:4170'],True
ga_c,"['CHEBI:16918', 'CHEBI:30778']",[None],False
gact_e,"['CHEBI:91020', 'CHEBI:2448']",[None],False
gal14lac__D_c,"['CHEBI:85532', 'CHEBI:85317']",[None],False
gal15lac_c,"['CHEBI:84190', 'CHEBI:83383']",[None],False
gal1p_c,"['CHEBI:17973', 'CHEBI:58336']",['CHEBI:10232'],True
gal__L_c_c,"['CHEBI:37618', 'CHEBI:37619']",[None],False
gal_aD_c,"['CHEBI:4139', 'CHEBI:12936', 'CHEBI:17118', 'CHEBI:28061']",[None],False
gal_c,"['CHEBI:4139', 'CHEBI:12936', 'CHEBI:17118', 'CHEBI:28061']",['CHEBI:12936'],True
gal_e,"['CHEBI:4139', 'CHEBI:12936', 'CHEBI:17118', 'CHEBI:28061']",['CHEBI:12936'],True
galac14lac_c,['CHEBI:17464'],[None],False
galac15lac_c,[],[None],False
galct__D_c,"['CHEBI:35390', 'CHEBI:48871', 'CHEBI:30852', 'CHEBI:16537']",[None],False
galctn__D_c,"['CHEBI:16534', 'CHEBI:24148', 'CHEBI:24149', 'CHEBI:12931']",['CHEBI:12931'],True
galctn__D_e,"['CHEBI:16534', 'CHEBI:24148', 'CHEBI:24149', 'CHEBI:12931']",['CHEBI:12931'],True
gam1p_c,"['CHEBI:27625', 'CHEBI:58516']",['CHEBI:12316'],True
gam6p_c,"['CHEBI:58725', 'CHEBI:12962', 'CHEBI:47987']",['CHEBI:12317'],False
gam_e,"['CHEBI:17315', 'CHEBI:58723', 'CHEBI:47977', 'CHEBI:5417']",['CHEBI:12961'],True
gar_c,"['CHEBI:58457', 'CHEBI:18349']",['CHEBI:12623'],True
gcald_c,"['CHEBI:17071', 'CHEBI:131198']",['CHEBI:14347'],True
gcarote_c,['CHEBI:27740'],[None],False
gcgguaiac_c,[],[None],False
gcgguaiace_c,[],[None],False
gdp6dklh_c,[],[None],False
gdp6domanhep_c,[],[None],False
gdp_c,"['CHEBI:17552', 'CHEBI:65180', 'CHEBI:58189']",['CHEBI:13327'],True
gdpddman_c,"['CHEBI:16955', 'CHEBI:57964']",['CHEBI:13329'],True
gdpmann_c,"['CHEBI:15820', 'CHEBI:84880', 'CHEBI:57527', 'CHEBI:84881']",['CHEBI:13328'],True
gdpmannur_c,"['CHEBI:17466', 'CHEBI:21161']",[None],False
gdptp_c,"['CHEBI:60028', 'CHEBI:71477', 'CHEBI:16690']",['CHEBI:14378'],True
geosmin_c,"['CHEBI:46702', 'CHEBI:46703']",['CHEBI:6702'],False
geranial_c,['CHEBI:16980'],[None],False
geraniol_c,['CHEBI:17447'],[None],False
gg4abut_c,"['CHEBI:49260', 'CHEBI:58800']",[None],False
ggaggdcap_c,[],[None],False
ggcysto_c,"['CHEBI:82703', 'CHEBI:83290']",[None],False
ggdp_c,"['CHEBI:58756', 'CHEBI:48861', 'CHEBI:57533', 'CHEBI:15831']",['CHEBI:14300'],True
ggl_c,"['CHEBI:15754', 'CHEBI:24168']",['CHEBI:11746'],True
ggl_e,"['CHEBI:15754', 'CHEBI:24168']",['CHEBI:11746'],True
ggputresc_c,"['CHEBI:48005', 'CHEBI:58731']",[None],False
ghb_c,"['CHEBI:16724', 'CHEBI:30830']",[None],False
glc__D_c,"['CHEBI:17634', 'CHEBI:4167']",['CHEBI:12965'],True
glc__D_e,"['CHEBI:17634', 'CHEBI:4167']",['CHEBI:12965'],True
glc__bD_c,['CHEBI:15903'],['CHEBI:41140'],True
glcn_c,"['CHEBI:18391', 'CHEBI:24266', 'CHEBI:33198', 'CHEBI:24265']",['CHEBI:12955'],True
glcn_e,"['CHEBI:18391', 'CHEBI:24266', 'CHEBI:33198', 'CHEBI:24265']",['CHEBI:12955'],True
glcr_c,"['CHEBI:16002', 'CHEBI:30612', 'CHEBI:33801']",['CHEBI:12953'],True
glcr_e,"['CHEBI:16002', 'CHEBI:30612', 'CHEBI:33801']",['CHEBI:12953'],True
gln__L_c,"['CHEBI:28300', 'CHEBI:32665', 'CHEBI:32666', 'CHEBI:58359', 'CHEBI:18050', 'CHEBI:32678', 'CHEBI:32679']",['CHEBI:13110'],True
gln__L_e,"['CHEBI:28300', 'CHEBI:32665', 'CHEBI:32666', 'CHEBI:58359', 'CHEBI:18050', 'CHEBI:32678', 'CHEBI:32679']",['CHEBI:13110'],True
glntrna_c,['CHEBI:29166'],['CHEBI:13112'],True
glu1sa_c,"['CHEBI:57501', 'CHEBI:15757', 'CHEBI:11022']",['CHEBI:11022'],True
glu5p_c,"['CHEBI:58274', 'CHEBI:17798']",['CHEBI:13108'],True
glu5sa_c,"['CHEBI:58066', 'CHEBI:17232']",['CHEBI:13109'],True
glu__D_c,"['CHEBI:29989', 'CHEBI:15966', 'CHEBI:29986']",['CHEBI:12979'],True
glu__L_c,"['CHEBI:18237', 'CHEBI:29988', 'CHEBI:29987', 'CHEBI:16015', 'CHEBI:29985', 'CHEBI:14321', 'CHEBI:76051']",['CHEBI:13107'],True
glu__L_e,"['CHEBI:18237', 'CHEBI:29988', 'CHEBI:29987', 'CHEBI:16015', 'CHEBI:29985', 'CHEBI:14321', 'CHEBI:76051']",['CHEBI:13107'],True
gluca14lac_c,"['CHEBI:85336', 'CHEBI:85805']",[None],False
gluca15lac_c,"['CHEBI:84191', 'CHEBI:83384']",[None],False
glucor__bD_c,"['CHEBI:85313', 'CHEBI:28860']",[None],False
glucys_c,"['CHEBI:17515', 'CHEBI:58173']",[None],False
glutADP_c,[],[None],False
glutar_c,"['CHEBI:30921', 'CHEBI:35907', 'CHEBI:17859', 'CHEBI:24329']",['CHEBI:14322'],True
glutcoa_c,"['CHEBI:15524', 'CHEBI:57378']",['CHEBI:14326'],True
glutrna_c,['CHEBI:29157'],['CHEBI:13114'],True
glx_c,"['CHEBI:36655', 'CHEBI:16891']",['CHEBI:14368'],True
gly_c,"['CHEBI:15428', 'CHEBI:32507', 'CHEBI:32508', 'CHEBI:57305']",['CHEBI:10792'],True
gly_e,"['CHEBI:15428', 'CHEBI:32507', 'CHEBI:32508', 'CHEBI:57305']",['CHEBI:10792'],True
glyald_c,['CHEBI:17378'],['CHEBI:12982'],True
glyald_e,['CHEBI:17378'],['CHEBI:12982'],True
glyb_c,"['CHEBI:41139', 'CHEBI:17750']",['CHEBI:12531'],True
glyb_e,"['CHEBI:41139', 'CHEBI:17750']",['CHEBI:12531'],True
glyc3p_c,"['CHEBI:57597', 'CHEBI:15978']",['CHEBI:10648'],True
glyc3p_e,"['CHEBI:57597', 'CHEBI:15978']",['CHEBI:10648'],True
glyc__R_c,"['CHEBI:16659', 'CHEBI:32398']",['CHEBI:10999'],True
glyc__R_e,"['CHEBI:16659', 'CHEBI:32398']",['CHEBI:10999'],True
glyc_c,['CHEBI:17754'],['CHEBI:131422'],True
glyc_e,['CHEBI:17754'],['CHEBI:131422'],True
glyclt_c,"['CHEBI:29805', 'CHEBI:17497']",['CHEBI:14348'],True
glyclt_e,"['CHEBI:29805', 'CHEBI:17497']",['CHEBI:14348'],True
glycogen_c,"['CHEBI:28087', 'CHEBI:24384']",['CHEBI:24379'],True
glytrna_c,['CHEBI:29156'],['CHEBI:14363'],True
gmeACP_c,[],[None],False
gmhep17bp__B_c,"['CHEBI:60206', 'CHEBI:60208']",[None],False
gmhep1p_c,"['CHEBI:28137', 'CHEBI:60002', 'CHEBI:61593']",[None],False
gmhep7p_c,"['CHEBI:60202', 'CHEBI:28723', 'CHEBI:59955', 'CHEBI:60204']",[None],False
gmp_c,"['CHEBI:17345', 'CHEBI:58115']",['CHEBI:13341'],True
gmp_e,"['CHEBI:17345', 'CHEBI:58115']",['CHEBI:13341'],True
gpdtoucap_c,[],[None],False
grdp_c,"['CHEBI:58057', 'CHEBI:17211']",['CHEBI:14299'],True
