Avg F516-518;M145 in F134 medium;;;;
21.02.2017 17:24:45 ;2,176666667;6,936666667;95,33333333;307,3333333;0,75061311
21.02.2017 17:29:48 ;2,263333333;6,936666667;95,43333333;306,6666667;0,719632616
21.02.2017 17:34:54 ;2,346666667;6,936666667;95,46666667;307,3333333;0,711666203
21.02.2017 17:39:58 ;2,433333333;6,936666667;95,4;309;0,719632616
21.02.2017 17:45:05 ;2,516666667;6,936666667;95,13333333;308,3333333;0,709010732
21.02.2017 17:50:08 ;2,603333333;6,936666667;95,26666667;308,6666667;0,716977145
21.02.2017 17:55:15 ;2,686666667;6,936666667;95,03333333;309,6666667;0,792658066
21.02.2017 18:00:18 ;2,773333333;6,936666667;95,3;307,6666667;0,714321674
21.02.2017 18:05:25 ;2,856666667;6,936666667;95,36666667;307,6666667;0,759022101
21.02.2017 18:10:28 ;2,943333333;6,936666667;95,26666667;307,3333333;0,75061311
21.02.2017 18:15:35 ;3,026666667;6,936666667;95,16666667;308,6666667;0,716977145
21.02.2017 18:20:37 ;3,113333333;6,936666667;95,06666667;308,3333333;0,711666203
21.02.2017 18:25:45 ;3,196666667;6,936666667;95;307,6666667;0,719632616
21.02.2017 18:30:49 ;3,283333333;6,936666667;94,93333333;308,3333333;0,75326858
21.02.2017 18:35:56 ;3,366666667;6,936666667;94,83333333;308,6666667;0,719190037
21.02.2017 18:40:59 ;3,453333333;6,933333333;94,86666667;306;0,595268061
21.02.2017 18:46:06 ;3,533333333;6,936666667;95,03333333;306;0,674932189
21.02.2017 18:51:08 ;3,616666667;6,933333333;94,83333333;308;0,599693846
21.02.2017 18:56:15 ;3,703333333;6,936666667;94,96666667;308,6666667;0,554108262
21.02.2017 19:01:19 ;3,786666667;6,933333333;94,7;307,6666667;0,604119631
21.02.2017 19:06:26 ;3,873333333;6,936666667;94,66666667;307,3333333;0,631559497
21.02.2017 19:11:29 ;3,956666667;6,933333333;94,53333333;307;0,675817346
21.02.2017 19:16:36 ;4,043333333;6,933333333;94,53333333;307,3333333;0,755924051
21.02.2017 19:21:39 ;4,126666667;6,936666667;94,83333333;308,3333333;0,717419723
21.02.2017 19:26:46 ;4,213333333;6,93;94,93333333;308,6666667;0,763447886
21.02.2017 19:31:49 ;4,296666667;6,936666667;94,53333333;307;0,716977145
21.02.2017 19:36:56 ;4,383333333;6,933333333;94,53333333;308;0,719632616
21.02.2017 19:41:58 ;4,466666667;6,93;94,63333333;308;0,716977145
21.02.2017 19:47:06 ;4,553333333;6,936666667;94,33333333;307,3333333;0,722288087
21.02.2017 19:52:10 ;4,636666667;6,933333333;94,3;308;0,714321674
21.02.2017 19:57:15 ;4,723333333;6,936666667;94,3;307;0,716977145
21.02.2017 20:02:19 ;4,806666667;6,933333333;94,3;308,6666667;0,719632616
21.02.2017 20:07:26 ;4,893333333;6,936666667;94,4;308;0,716977145
21.02.2017 20:12:29 ;4,973333333;6,933333333;94,26666667;307,6666667;0,802837371
21.02.2017 20:17:35 ;5,063333333;6,933333333;94,16666667;308;0,872322193
21.02.2017 20:22:39 ;5,143333333;6,936666667;94,1;308,3333333;0,875862821
21.02.2017 20:27:46 ;5,23;6,93;94,1;308,3333333;0,836473335
21.02.2017 20:32:49 ;5,313333333;6,93;93,83333333;308,3333333;0,883829233
21.02.2017 20:37:55 ;5,396666667;6,93;93,96666667;308,3333333;0,833375286
21.02.2017 20:42:58 ;5,483333333;6,933333333;93,86666667;308;0,875420242
21.02.2017 20:48:06 ;5,566666667;6,936666667;93,9;307,6666667;0,87896087
21.02.2017 20:53:09 ;5,653333333;6,933333333;93,86666667;307,3333333;0,794428379
21.02.2017 20:58:15 ;5,736666667;6,933333333;93,76666667;308,3333333;0,797969007
21.02.2017 21:03:18 ;5,823333333;6,93;93,6;308,6666667;0,870994457
21.02.2017 21:08:25 ;5,906666667;6,933333333;93,53333333;307,6666667;0,839571385
21.02.2017 21:13:30 ;5,993333333;6,93;93,43333333;307,6666667;0,753711159
21.02.2017 21:18:35 ;6,076666667;6,93;93,5;307,3333333;0,842669434
21.02.2017 21:23:39 ;6,163333333;6,93;93,46666667;308;0,875862821
21.02.2017 21:28:45 ;6,246666667;6,936666667;93,33333333;307;0,833375286
21.02.2017 21:33:48 ;6,333333333;6,93;93,26666667;308;0,838686228
21.02.2017 21:38:55 ;6,416666667;6,93;93,36666667;308;0,795313536
21.02.2017 21:43:58 ;6,503333333;6,93;92,96666667;307;0,841341699
21.02.2017 21:49:05 ;6,583333333;6,93;93,16666667;307;0,794428379
21.02.2017 21:54:09 ;6,67;6,93;92,73333333;307;0,798411586
21.02.2017 21:59:16 ;6,753333333;6,93;92,96666667;306,3333333;0,673604453
21.02.2017 22:04:19 ;6,836666667;6,93;92,96666667;306,3333333;0,716977145
21.02.2017 22:09:26 ;6,923333333;6,93;92,9;306,6666667;0,719632616
21.02.2017 22:14:30 ;7,006666667;6,933333333;92,7;306,6666667;0,711666203
21.02.2017 22:19:36 ;7,093333333;6,93;92,63333333;307,6666667;0,716977145
21.02.2017 22:24:39 ;7,176666667;6,93;92,4;308;0,711666203
21.02.2017 22:29:45 ;7,263333333;6,93;92,43333333;307,3333333;0,716977145
21.02.2017 22:34:48 ;7,346666667;6,93;92,3;307,6666667;0,714321674
21.02.2017 22:39:56 ;7,433333333;6,93;92,1;307,3333333;0,719632616
21.02.2017 22:44:59 ;7,516666667;6,93;92,3;307,3333333;0,716977145
21.02.2017 22:50:06 ;7,603333333;6,93;92;307;0,714321674
21.02.2017 22:55:09 ;7,686666667;6,933333333;91,93333333;307,6666667;0,719632616
21.02.2017 23:00:16 ;7,773333333;6,93;91,83333333;307,3333333;0,714321674
21.02.2017 23:05:18 ;7,853333333;6,93;91,7;308;0,678472817
21.02.2017 23:10:26 ;7,943333333;6,93;91,7;306,6666667;0,672719296
21.02.2017 23:15:29 ;8,023333333;6,93;91,26666667;306;0,758136944
21.02.2017 23:20:35 ;8,113333333;6,93;91,3;306,3333333;0,75326858
21.02.2017 23:25:39 ;8,193333333;6,93;91,3;306,3333333;0,75061311
21.02.2017 23:30:47 ;8,283333333;6,93;91,26666667;307,3333333;0,79708385
21.02.2017 23:35:49 ;8,363333333;6,93;91,06666667;307,3333333;0,836915914
21.02.2017 23:40:57 ;8,45;6,926666667;90,9;307,6666667;0,763890464
21.02.2017 23:46:00 ;8,533333333;6,926666667;90,6;307;0,797526429
21.02.2017 23:51:07 ;8,616666667;6,93;90,23333333;307;0,845767484
21.02.2017 23:56:10 ;8,703333333;6,926666667;90,33333333;308,3333333;0,830277237
22.02.2017 00:01:17 ;8,786666667;6,926666667;90,06666667;307,6666667;0,833375286
22.02.2017 00:06:19 ;8,873333333;6,93;90;308;0,833375286
22.02.2017 00:11:26 ;8,956666667;6,93;89,96666667;308;0,948888271
22.02.2017 00:16:30 ;9,043333333;6,926666667;89,66666667;306,3333333;0,836473335
22.02.2017 00:21:37 ;9,126666667;6,926666667;89,43333333;307,6666667;0,830277237
22.02.2017 00:26:39 ;9,213333333;6,926666667;89,16666667;308,6666667;0,839571385
22.02.2017 00:31:47 ;9,296666667;6,926666667;89,13333333;309,3333333;0,866126094
22.02.2017 00:36:49 ;9,383333333;6,926666667;88,9;308,3333333;0,836473335
22.02.2017 00:41:56 ;9,466666667;6,926666667;88,6;308,3333333;0,833375286
22.02.2017 00:47:00 ;9,553333333;6,923333333;88,53333333;308;0,833375286
22.02.2017 00:52:07 ;9,636666667;6,926666667;88,26666667;308;0,836030757
22.02.2017 00:57:10 ;9,723333333;6,926666667;87,8;307,6666667;0,869224143
22.02.2017 01:02:17 ;9,803333333;6,926666667;87,9;308,3333333;0,719190037
22.02.2017 01:07:20 ;9,886666667;6,926666667;87,13333333;307,3333333;0,755481473
22.02.2017 01:12:26 ;9,973333333;6,926666667;87,33333333;307;0,79708385
22.02.2017 01:17:30 ;10,05666667;6,926666667;86,93333333;307;0,835588179
22.02.2017 01:22:37 ;10,14333333;6,926666667;86,66666667;306,6666667;0,874535085
22.02.2017 01:27:39 ;10,22666667;6,923333333;86,3;306,6666667;0,872322193
22.02.2017 01:32:47 ;10,31333333;6,926666667;86,16666667;306,6666667;0,863028045
22.02.2017 01:37:51 ;10,39666667;6,926666667;85,7;307;0,845767484
22.02.2017 01:42:56 ;10,48333333;6,923333333;85,56666667;306;0,830277237
22.02.2017 01:48:00 ;10,56666667;6,923333333;84,96666667;306,3333333;0,833375286
22.02.2017 01:53:07 ;10,65333333;6,923333333;84,86666667;305,3333333;0,830277237
22.02.2017 01:58:10 ;10,73666667;6,923333333;84,53333333;307;0,875420242
22.02.2017 02:03:17 ;10,82333333;6,92;84,3;307,3333333;0,875420242
22.02.2017 02:08:20 ;10,90666667;6,923333333;84,43333333;306,6666667;0,833375286
22.02.2017 02:13:26 ;10,99333333;6,92;84,2;307;0,877633135
22.02.2017 02:18:30 ;11,07333333;6,923333333;84,16666667;305,3333333;0,867896408
22.02.2017 02:23:37 ;11,16333333;6,923333333;83,93333333;306,3333333;0,872322193
22.02.2017 02:28:40 ;11,24333333;6,92;83,5;305,6666667;0,827179187
22.02.2017 02:33:47 ;11,33333333;6,923333333;83,6;306;0,839571385
22.02.2017 02:38:50 ;11,41333333;6,923333333;83,33333333;306,6666667;0,867896408
22.02.2017 02:43:56 ;11,49666667;6,923333333;82,86666667;306,6666667;0,872322193
22.02.2017 02:48:59 ;11,58333333;6,923333333;82,6;305,6666667;0,875862821
22.02.2017 02:54:07 ;11,66666667;6,923333333;81,93333333;305,6666667;0,827179187
22.02.2017 02:59:11 ;11,75333333;6,923333333;81,3;306,3333333;0,916580041
22.02.2017 03:04:17 ;11,83666667;6,923333333;81,06666667;306,6666667;0,827179187
22.02.2017 03:09:20 ;11,92333333;6,923333333;80,26666667;306,3333333;0,836473335
22.02.2017 03:14:26 ;12,00666667;6,923333333;79,9;306,3333333;0,906843314
22.02.2017 03:19:29 ;12,09333333;6,923333333;78,96666667;305,6666667;0,918350355
22.02.2017 03:24:37 ;12,17666667;6,923333333;78,7;305,6666667;0,869666722
22.02.2017 03:29:39 ;12,26333333;6,923333333;77,86666667;306;0,948888271
22.02.2017 03:34:47 ;12,34666667;6,923333333;77,46666667;305,3333333;0,874092507
22.02.2017 03:39:51 ;12,43333333;6,923333333;77,13333333;306,3333333;0,993588697
22.02.2017 03:44:57 ;12,51666667;6,923333333;77,13333333;305,6666667;1,036076232
22.02.2017 03:49:59 ;12,60333333;6,923333333;76,3;307;1,028552398
22.02.2017 03:55:07 ;12,68666667;6,923333333;76,5;306,6666667;0,996686747
22.02.2017 04:00:10 ;12,77333333;6,923333333;75,4;307;0,874535085
22.02.2017 04:05:17 ;12,85333333;6,923333333;74,46666667;305;1,03651881
22.02.2017 04:10:21 ;12,93666667;6,926666667;74,2;307;0,953756634
22.02.2017 04:15:27 ;13,02333333;6,92;73,4;306,6666667;0,991818383
22.02.2017 04:20:29 ;13,10666667;6,923333333;72,8;306,3333333;0,996686747
22.02.2017 04:25:37 ;13,19333333;6,923333333;72,3;305,6666667;0,990933227
22.02.2017 04:30:40 ;13,27666667;6,923333333;71;306;1,034305918
22.02.2017 04:35:47 ;13,36333333;6,923333333;70,93333333;306,3333333;1,067499304
22.02.2017 04:40:50 ;13,44666667;6,923333333;69,83333333;305,3333333;1,036076232
22.02.2017 04:45:57 ;13,53333333;6,923333333;69,16666667;304,3333333;1,111757153
22.02.2017 04:51:00 ;13,61666667;6,923333333;68,86666667;306;1,024126613
22.02.2017 04:56:08 ;13,70333333;6,923333333;67,66666667;305;1,025896927
22.02.2017 05:01:10 ;13,78666667;6,923333333;67,53333333;306;1,108216525
22.02.2017 05:06:18 ;13,87333333;6,923333333;66,8;305;1,155572423
22.02.2017 05:11:21 ;13,95666667;6,923333333;66;307;1,142737647
22.02.2017 05:16:28 ;14,04333333;6,923333333;65;306;1,067056726
22.02.2017 05:21:30 ;14,12333333;6,926666667;64,6;305;1,183897446
22.02.2017 05:26:37 ;14,21333333;6,926666667;63,9;305,6666667;1,186110338
22.02.2017 05:31:41 ;14,29333333;6,926666667;62,7;306,6666667;1,275068613
22.02.2017 05:36:48 ;14,38333333;6,926666667;61,93333333;305,3333333;1,299853009
22.02.2017 05:41:51 ;14,46333333;6,926666667;61,43333333;305;1,275068613
22.02.2017 05:46:58 ;14,55333333;6,923333333;60,56666667;306,3333333;1,338357337
22.02.2017 05:52:01 ;14,63333333;6,926666667;59,6;305,6666667;1,314458099
22.02.2017 05:57:08 ;14,71666667;6,926666667;59,63333333;306,3333333;1,384385499
22.02.2017 06:02:10 ;14,80333333;6,926666667;57,6;305,3333333;1,436167182
22.02.2017 06:07:17 ;14,88666667;6,926666667;56,53333333;306;1,389253862
22.02.2017 06:12:21 ;14,97333333;6,926666667;55,13333333;305,6666667;1,349864377
22.02.2017 06:17:28 ;15,05666667;6,926666667;54,4;314;1,394564804
22.02.2017 06:22:31 ;15,14333333;6,933333333;54,2;311;1,510077789
22.02.2017 06:27:38 ;15,22666667;6,933333333;53,56666667;313,3333333;1,514060995
22.02.2017 06:32:41 ;15,31333333;6,933333333;52,6;320;1,623377881
22.02.2017 06:37:48 ;15,39666667;6,936666667;52,03333333;320;1,591069651
22.02.2017 06:42:51 ;15,48333333;6,936666667;51,43333333;332,3333333;1,537960233
22.02.2017 06:47:58 ;15,56666667;6,936666667;51,33333333;327,3333333;1,630016558
22.02.2017 06:53:02 ;15,65333333;6,94;51,53333333;336,3333333;1,627361087
22.02.2017 06:58:08 ;15,73666667;6,94;51;331,6666667;1,72871156
22.02.2017 07:03:12 ;15,82333333;6,943333333;50,03333333;346;1,788017077
22.02.2017 07:08:17 ;15,90333333;6,943333333;50,53333333;339,3333333;1,884941765
22.02.2017 07:13:21 ;15,98666667;6,943333333;49,36666667;355,3333333;1,819882728
22.02.2017 07:18:28 ;16,07333333;6,946666667;49,16666667;379,6666667;1,978325825
22.02.2017 07:23:31 ;16,15666667;6,95;49,23333333;374,6666667;1,977440668
22.02.2017 07:28:37 ;16,24333333;6,953333333;49,13333333;360;2,010634055
22.02.2017 07:33:40 ;16,32666667;6,956666667;51,1;376,3333333;2,173060358
22.02.2017 07:38:48 ;16,41333333;6,956666667;50,3;397;2,27175536
22.02.2017 07:43:52 ;16,49666667;6,963333333;49,53333333;406;2,248741279
22.02.2017 07:48:58 ;16,58333333;6,966666667;49,46666667;407,3333333;2,30406359
22.02.2017 07:54:01 ;16,66666667;6,966666667;49,56666667;407;2,3244222
22.02.2017 07:59:07 ;16,75333333;6,973333333;49,8;433,6666667;2,319996415
22.02.2017 08:04:10 ;16,83666667;6,976666667;49,26666667;434;2,530168451
22.02.2017 08:09:18 ;16,92333333;6,976666667;49,16666667;492,3333333;2,60917384
22.02.2017 08:14:21 ;17,00666667;6,986666667;48,93333333;490,3333333;
22.02.2017 08:19:37 ;17,09333333;6,993333333;48,26666667;476,6666667;3,398772365
22.02.2017 08:24:45 ;17,17666667;7,003333333;50,3;424,3333333;3,104910622
22.02.2017 08:29:57 ;17,26666667;7,006666667;50,06666667;471;3,069795079
22.02.2017 08:35:10 ;17,35333333;7,01;53,96666667;464,6666667;2,975391795
22.02.2017 08:40:23 ;17,44333333;7,016666667;50,5;475,6666667;3,330162974
22.02.2017 08:45:38 ;17,52666667;7,02;50,53333333;488;3,348949838
22.02.2017 08:50:46 ;17,61333333;7,02;49,1;502,6666667;3,613418368
22.02.2017 08:56:01 ;17,70333333;7,023333333;49,33333333;517,6666667;3,641622705
22.02.2017 09:01:16 ;17,78666667;7,033333333;50,83333333;523;4,243862381
22.02.2017 09:06:25 ;17,87333333;7,033333333;49,8;524;3,76458055
22.02.2017 09:11:37 ;17,96333333;7,046666667;50,36666667;515,6666667;3,844647608
22.02.2017 09:16:53 ;18,04666667;7,05;53,23333333;499,6666667;3,858143609
22.02.2017 09:22:02 ;18,13333333;7,04;49,66666667;564,6666667;3,977608315
22.02.2017 09:27:14 ;18,22333333;7,036666667;50,83333333;533,3333333;4,021887487
22.02.2017 09:32:29 ;18,30666667;7,036666667;49,83333333;565;4,095608129
22.02.2017 09:37:42 ;18,39333333;7,043333333;49,23333333;583,6666667;4,247662596
22.02.2017 09:42:51 ;18,48333333;7,016666667;51,16666667;552;4,222648872
22.02.2017 09:48:03 ;18,56666667;7,006666667;50,56666667;559;4,455752046
22.02.2017 09:53:19 ;18,65666667;7,003333333;52,1;541,6666667;4,542125152
22.02.2017 09:58:27 ;18,74333333;7,003333333;49,73333333;617;4,696870708
22.02.2017 10:03:42 ;18,82666667;7,006666667;50,26666667;623;5,170069119
22.02.2017 10:08:54 ;18,91333333;7,003333333;52;586,6666667;5,110586969
22.02.2017 10:14:10 ;19,00333333;7,003333333;49,36666667;641,3333333;5,042391296
22.02.2017 10:19:24 ;19,09333333;7,003333333;49,63333333;649,3333333;5,105295495
22.02.2017 10:24:33 ;19,17666667;7,003333333;49,96666667;649;5,230553653
22.02.2017 10:29:45 ;19,26333333;7;51,76666667;611,3333333;5,387862871
22.02.2017 10:35:00 ;19,35333333;7,003333333;48,96666667;688,3333333;5,469526806
22.02.2017 10:40:11 ;19,43666667;7,003333333;49,9;694;5,409134457
22.02.2017 10:45:23 ;19,52333333;7,003333333;49,63333333;702,3333333;5,594807359
22.02.2017 10:50:38 ;19,61333333;7,003333333;49,2;726,3333333;5,61274075
22.02.2017 10:55:47 ;19,69666667;7,003333333;48,83333333;748;5,694849014
22.02.2017 11:01:00 ;19,78333333;7,003333333;48,86666667;759,3333333;5,773266454
22.02.2017 11:06:11 ;19,87333333;7,003333333;50,4;757,3333333;5,836082532
22.02.2017 11:11:26 ;19,95666667;7;49,13333333;785;5,899834624
22.02.2017 11:16:38 ;20,04333333;7;50,1;802,6666667;6,035484122
22.02.2017 11:21:49 ;20,13333333;7;50;819,3333333;6,150483471
22.02.2017 11:27:01 ;20,21666667;7,003333333;48,75;610;5,423388934
22.02.2017 11:32:14 ;20,30333333;6,996666667;49,3;627,3333333;5,54394103
22.02.2017 11:37:29 ;20,39333333;7;48,83333333;612,6666667;5,739992136
22.02.2017 11:42:38 ;20,47666667;7;49,33333333;622;6,024406016
22.02.2017 11:47:52 ;20,56333333;7,003333333;50,16666667;625;6,33121242
22.02.2017 11:53:06 ;20,65333333;7,006666667;49,96666667;629;6,359158112
22.02.2017 11:58:14 ;20,73666667;7,01;49,56666667;645;6,592663959
22.02.2017 12:03:25 ;20,82333333;7,006666667;49,8;641,6666667;6,908442757
22.02.2017 12:08:44 ;20,91333333;7,006666667;49,7;651,3333333;7,013946597
22.02.2017 12:13:56 ;20,99666667;7;49,53333333;675,6666667;7,251476995
22.02.2017 12:19:04 ;21,08333333;7;49,23333333;674,6666667;7,304710317
22.02.2017 12:24:16 ;21,17333333;7;50,56666667;667;7,380019379
22.02.2017 12:29:33 ;21,26;7;49,56666667;673,3333333;7,694076413
22.02.2017 12:34:41 ;21,34333333;7,003333333;50,13333333;680;7,777766937
22.02.2017 12:39:55 ;21,43333333;7,003333333;50;676,6666667;8,150155497
22.02.2017 12:45:03 ;21,51666667;7;50,2;685;8,425380044
22.02.2017 12:50:15 ;21,60333333;7,003333333;49,96666667;694,3333333;8,585782674
22.02.2017 12:55:30 ;21,69333333;7;49,7;696,3333333;8,695502897
22.02.2017 13:00:39 ;21,77666667;7,003333333;49,66666667;700,3333333;8,919224966
22.02.2017 13:05:51 ;21,86333333;7;50,4;692,6666667;9,512290691
22.02.2017 13:11:09 ;21,95333333;7,003333333;49,86666667;708,6666667;9,144450885
22.02.2017 13:16:19 ;22,03666667;7;49,9;710,3333333;9,243852925
22.02.2017 13:21:31 ;22,12666667;7,003333333;50,26666667;706;9,417774401
22.02.2017 13:26:41 ;22,21333333;7,003333333;50,03333333;711;9,670403034
22.02.2017 13:31:57 ;22,29666667;7,003333333;49,76666667;723,3333333;9,544750952
22.02.2017 13:37:09 ;22,38666667;7,003333333;49,76666667;728;9,799125779
22.02.2017 13:42:19 ;22,47333333;6,996666667;50,3;723,3333333;9,797238825
22.02.2017 13:47:31 ;22,55666667;7;50,16666667;729;10,03427002
22.02.2017 13:52:46 ;22,64666667;7;49,7;741,3333333;10,25572963
22.02.2017 13:58:01 ;22,73333333;7,003333333;49,86666667;746;10,41866006
22.02.2017 14:03:09 ;22,81666667;7;49,93333333;746;10,63436883
22.02.2017 14:08:21 ;22,90666667;7,003333333;49,2;765,6666667;11,07500794
22.02.2017 14:13:35 ;22,99333333;7,003333333;50,63333333;762,3333333;10,89696579
22.02.2017 14:18:47 ;23,08333333;7,003333333;50;758;11,00863525
22.02.2017 14:24:00 ;23,16666667;7,003333333;49,6;763,3333333;11,22189704
22.02.2017 14:29:18 ;23,25333333;6,79;49,73333333;763,3333333;11,52096924
22.02.2017 14:34:30 ;23,34333333;7,01;49,96666667;768,6666667;11,51687802
22.02.2017 14:39:38 ;23,42666667;7,01;50,23333333;761,6666667;11,64232159
22.02.2017 14:44:50 ;23,51333333;7,003333333;49,76666667;772,6666667;11,81656925
22.02.2017 14:50:04 ;23,60333333;7,003333333;49,53333333;781;12,02301151
22.02.2017 14:55:16 ;23,68666667;7;49,96666667;784,6666667;12,1820621
22.02.2017 15:00:31 ;23,77666667;7;49,9;780,6666667;12,40399194
22.02.2017 15:05:40 ;23,86333333;7,003333333;49,7;788,6666667;12,43918313
22.02.2017 15:10:53 ;23,94666667;6,996666667;49,93333333;795;12,52516202
22.02.2017 15:16:08 ;24,03666667;7,003333333;50;801;12,81951509
22.02.2017 15:21:16 ;24,12333333;7;50,16666667;797,3333333;13,07543699
22.02.2017 15:26:29 ;24,20666667;7,003333333;49,7;806,6666667;13,03768574
22.02.2017 15:31:43 ;24,29666667;7,003333333;49,73333333;813,6666667;13,36930133
22.02.2017 15:36:55 ;24,38333333;7,003333333;49,8;821;13,40157997
22.02.2017 15:42:06 ;24,46666667;7;49,7;818,3333333;13,63659532
22.02.2017 15:47:21 ;24,55666667;7;49,66666667;821,3333333;13,79327405
22.02.2017 15:52:33 ;24,64333333;7,003333333;49,76666667;826,6666667;13,93819478
22.02.2017 15:57:43 ;24,72666667;7;50,13333333;826,6666667;14,12952579
22.02.2017 16:02:54 ;24,81666667;7,003333333;50,1;831;14,49124986
22.02.2017 16:08:10 ;24,90333333;7,003333333;50,63333333;850;15,02543763
22.02.2017 16:13:22 ;24,99;7,006666667;49,86666667;851,3333333;14,12874204
22.02.2017 16:18:37 ;25,07666667;7;50,43333333;821;14,8553614
22.02.2017 16:23:46 ;25,16333333;7;50,16666667;830,3333333;14,91960666
22.02.2017 16:28:59 ;25,25333333;7;49,86666667;840,3333333;14,95427984
22.02.2017 16:34:13 ;25,33666667;7,003333333;49,93333333;842,6666667;15,16262592
22.02.2017 16:39:21 ;25,42333333;7,003333333;50,06666667;841;15,23345071
22.02.2017 16:44:32 ;25,50666667;7,003333333;49,83333333;842;15,3998739
22.02.2017 16:49:50 ;25,59666667;7,003333333;49,6;846,3333333;15,35514586
22.02.2017 16:54:59 ;25,68333333;7,006666667;49,9;848;15,42541557
22.02.2017 17:00:11 ;25,77333333;7;49,9;844,3333333;15,80384297
22.02.2017 17:05:22 ;25,85666667;7;50,46666667;874;
22.02.2017 17:10:37 ;25,94333333;7;49,86666667;852;15,81022015
22.02.2017 17:15:50 ;26,03333333;7,003333333;50,3;848,6666667;15,88014117
22.02.2017 17:21:00 ;26,11666667;7,006666667;49,76666667;852,3333333;16,2000761
22.02.2017 17:26:12 ;26,20333333;7;49,76666667;857;16,33293705
22.02.2017 17:31:25 ;26,29333333;7;49,8;864;16,42401848
22.02.2017 17:36:39 ;26,37666667;7,003333333;49,93333333;863,6666667;16,75181842
22.02.2017 17:41:50 ;26,46333333;7;50,33333333;856;16,85827847
22.02.2017 17:47:03 ;26,55333333;7,003333333;49,83333333;870,6666667;16,84860373
22.02.2017 17:52:18 ;26,63666667;7;49,73333333;873,3333333;16,97744645
22.02.2017 17:57:26 ;26,72333333;7,003333333;49,96666667;875;16,99443595
22.02.2017 18:02:39 ;26,81333333;7;50,1;877;17,30590292
22.02.2017 18:07:53 ;26,89666667;7,003333333;49,86666667;894;17,53928493
22.02.2017 18:13:05 ;26,98333333;7;49,9;876,6666667;17,59333684
22.02.2017 18:18:17 ;27,07333333;7;50,03333333;873,6666667;17,62549031
22.02.2017 18:23:29 ;27,15666667;7,006666667;49,7;879,3333333;17,75618171
22.02.2017 18:28:44 ;27,24666667;6,996666667;49,66666667;885,3333333;17,90271271
22.02.2017 18:33:54 ;27,33333333;7;49,9;889;17,94422442
22.02.2017 18:39:05 ;27,41666667;7,006666667;50,43333333;884;17,90077726
22.02.2017 18:44:18 ;27,50666667;6,983333333;50,03333333;890,3333333;18,34479957
22.02.2017 18:49:32 ;27,59333333;7,01;49,76666667;902,3333333;18,43992838
22.02.2017 18:54:46 ;27,68;7,003333333;50,13333333;901;18,70204814
22.02.2017 18:59:55 ;27,76666667;7,006666667;49,96666667;902,6666667;18,8761991
22.02.2017 19:05:08 ;27,85333333;7,003333333;49,66666667;904,6666667;18,86328522
22.02.2017 19:10:23 ;27,94333333;7;49,66666667;908;18,98251448
22.02.2017 19:15:32 ;28,02666667;7,003333333;49,96666667;907,6666667;19,01362019
22.02.2017 19:20:43 ;28,11333333;6,996666667;49,86666667;904;19,12122653
22.02.2017 19:26:00 ;28,20333333;7;49,76666667;911,3333333;19,23495092
22.02.2017 19:31:09 ;28,28666667;7,003333333;49,73333333;914;19,26552405
22.02.2017 19:36:21 ;28,37333333;7,003333333;50,03333333;914,3333333;19,31689355
22.02.2017 19:41:32 ;28,45666667;7;50,2;912,6666667;19,60539444
